"","date","PA","batters","pitchers","pitches","takes","swings","calledStrikes","whiffs","fouls","BIP","H","BB","SO","outsideZone","insideZone","badCalls","swingsOZ","swingsIZ","takesOZ","takesIZ"
"85",2018-06-21,663,188,67,2642,1411,1212,463,250,499,463,150,57,132,1264,1375,59,309,902,941,468
"86",2018-06-22,1264,331,141,4915,2538,2348,796,524,953,871,278,92,290,2401,2513,97,655,1693,1731,806
"87",2018-06-23,1143,316,131,4478,2405,2051,773,477,820,754,242,98,271,2205,2272,82,593,1458,1597,807
"88",2018-06-24,1162,326,140,4419,2237,2160,740,515,834,811,269,69,266,2074,2342,65,607,1552,1454,781
"89",2018-06-25,909,252,102,3576,1936,1626,622,383,638,605,183,92,203,1758,1817,80,438,1188,1312,623
"90",2018-06-26,1142,319,123,4451,2358,2063,748,464,833,766,254,96,265,2143,2304,75,568,1493,1557,799
"91",2018-06-27,1056,290,117,4030,2105,1904,708,424,715,765,234,69,207,1910,2120,86,522,1382,1374,731
"92",2018-06-28,786,216,84,2945,1514,1406,478,312,532,562,181,50,160,1425,1516,52,390,1013,1021,492
"93",2018-06-29,1102,312,118,4223,2244,1958,726,418,755,785,250,83,217,2042,2172,86,526,1430,1500,737
"94",2018-06-30,1118,318,123,4305,2264,2016,769,489,762,765,266,79,264,2120,2182,102,614,1402,1493,768
"95",2018-07-01,1169,334,130,4482,2310,2155,704,521,814,820,278,89,247,2121,2361,60,576,1579,1534,776
"96",2018-07-02,789,219,87,2998,1512,1468,497,315,570,583,192,46,152,1435,1562,70,405,1063,1017,494
"97",2018-07-03,1200,328,130,4652,2454,2167,797,466,880,821,268,102,258,2230,2417,95,582,1583,1628,823
"98",2018-07-04,1100,319,121,4269,2225,2004,689,468,781,755,232,88,236,2087,2172,74,562,1437,1503,717
"99",2018-07-05,597,171,64,2306,1197,1092,407,264,419,409,138,46,131,1080,1225,47,299,792,772,425
"100",2018-07-06,1111,308,122,4392,2358,2001,785,446,777,778,257,81,231,2157,2234,100,566,1434,1563,795
"101",2018-07-07,1182,317,127,4670,2475,2163,795,516,857,790,278,104,274,2287,2377,86,618,1543,1650,821
"102",2018-07-08,1200,320,140,4710,2494,2182,778,499,881,802,263,112,271,2273,2433,84,577,1604,1679,812
"103",2018-07-09,1004,239,108,3943,2006,1910,603,456,762,692,231,77,225,1910,2033,64,550,1360,1344,662
"104",2018-07-10,1148,308,124,4474,2347,2100,748,479,829,792,261,87,250,2128,2344,69,547,1552,1566,780
"105",2018-07-11,1201,323,133,4712,2464,2230,779,509,907,814,271,96,269,2238,2472,82,607,1623,1616,846
"106",2018-07-12,750,210,88,2968,1538,1408,493,322,557,529,177,54,158,1463,1503,73,400,1007,1053,484
"107",2018-07-13,1151,314,137,4469,2368,2070,740,436,832,802,280,96,239,2174,2290,84,548,1519,1607,759
"108",2018-07-14,1201,332,140,4710,2488,2191,816,491,874,826,273,88,274,2233,2472,80,602,1586,1616,870
"109",2018-07-15,1118,323,144,4339,2234,2066,696,469,831,766,244,91,232,2032,2298,61,523,1542,1482,744
"110",2018-07-19,82,23,11,334,172,161,61,18,75,68,28,2,11,155,179,8,47,114,107,65
"111",2018-07-20,1225,318,147,4817,2581,2220,814,497,882,841,299,112,257,2396,2417,72,640,1578,1743,836
"112",2018-07-21,1060,275,123,4023,2144,1853,648,453,691,709,211,105,228,1994,2028,67,510,1343,1468,675
"113",2018-07-22,1118,296,124,4385,2314,2047,759,449,824,774,253,82,248,2115,2269,78,593,1454,1508,805
"114",2018-07-23,975,272,112,3807,1961,1822,591,417,730,675,229,76,209,1874,1930,65,521,1300,1336,623
"115",2018-07-24,1183,320,136,4621,2376,2223,776,527,874,822,250,81,268,2199,2419,84,620,1601,1567,808
"116",2018-07-25,955,267,103,3698,1949,1728,621,394,698,636,204,70,235,1837,1860,69,506,1222,1319,629
"117",2018-07-26,875,234,99,3399,1825,1545,576,348,588,609,225,77,178,1699,1696,78,440,1103,1245,578
"118",2018-07-27,1075,290,113,4097,2157,1926,685,412,765,749,249,87,224,1942,2153,53,505,1419,1424,733
"119",2018-07-28,1209,316,135,4635,2476,2124,765,459,801,864,294,95,229,2330,2300,69,631,1490,1678,796
"120",2018-07-29,1097,306,117,4241,2194,2020,732,454,812,754,248,66,259,2014,2225,94,527,1492,1468,725
"121",2018-07-30,734,192,88,2801,1472,1311,486,319,493,499,146,66,158,1372,1428,61,371,939,992,480
"122",2018-07-31,1137,306,116,4362,2298,2030,738,477,771,782,265,93,244,2176,2184,88,619,1410,1539,758
"123",2018-08-01,862,225,98,3381,1754,1610,541,345,659,606,219,73,172,1657,1723,61,443,1167,1200,553
"124",2018-08-02,925,257,101,3667,1954,1694,604,372,675,647,227,75,195,1818,1848,70,467,1227,1339,614
"125",2018-08-03,1037,286,118,4028,2067,1932,676,448,765,719,216,62,236,1957,2070,56,584,1348,1356,710
"126",2018-08-04,1134,318,109,4357,2263,2063,739,445,833,785,243,83,247,2116,2240,93,580,1483,1516,746
"127",2018-08-05,1160,318,138,4519,2377,2110,767,504,844,762,260,95,282,2236,2280,75,636,1473,1579,796
"128",2018-08-06,761,209,87,2918,1518,1381,495,292,547,542,147,53,157,1421,1494,64,398,982,1010,506
"129",2018-08-07,1247,313,143,4707,2481,2198,788,492,841,865,264,109,255,2281,2425,85,603,1594,1661,820
"130",2018-08-08,1046,287,107,4044,2079,1945,653,445,747,753,246,64,215,1960,2082,62,564,1380,1383,695
"131",2018-08-09,681,184,76,2656,1393,1251,441,267,501,483,173,50,139,1283,1372,54,338,912,939,454
"132",2018-08-10,1131,309,119,4282,2193,2060,705,438,813,809,271,80,226,2044,2237,67,577,1483,1449,743
"133",2018-08-11,1192,316,134,4704,2551,2122,795,468,834,820,248,99,251,2355,2346,90,603,1518,1729,820
"134",2018-08-12,1110,309,129,4339,2236,2076,715,471,854,751,245,70,268,2018,2314,73,520,1553,1479,753
"135",2018-08-13,835,220,85,3274,1706,1551,512,330,626,595,207,64,163,1661,1611,64,469,1080,1182,524
"136",2018-08-14,1092,304,120,4281,2302,1957,757,432,774,751,243,78,250,2044,2201,70,548,1393,1481,801
"137",2018-08-15,1106,306,130,4165,2156,1981,702,422,780,779,256,80,228,1991,2171,79,554,1426,1418,736
"138",2018-08-16,788,193,87,2969,1577,1375,471,310,510,555,190,61,157,1487,1464,48,399,966,1075,494
"139",2018-08-17,1106,307,118,4397,2332,2038,715,446,834,758,245,95,238,2191,2200,79,593,1445,1581,745
"140",2018-08-18,1129,316,127,4362,2268,2070,728,426,851,793,253,75,246,2090,2268,72,562,1506,1515,751
"141",2018-08-19,1131,312,129,4490,2322,2148,735,517,854,777,266,78,261,2025,2150,71,553,1439,1458,707
"142",2018-08-20,772,215,87,3073,1651,1407,539,321,563,523,170,61,180,1536,1537,75,405,1002,1121,530
"143",2018-08-21,1132,319,129,4328,2242,2055,758,500,773,782,271,68,265,2083,2243,79,595,1459,1468,773
"144",2018-08-22,1105,305,135,4397,2274,2098,715,454,866,778,249,77,237,2130,2266,86,578,1519,1538,736
"145",2018-08-23,648,182,61,2521,1347,1162,427,283,454,425,142,49,164,1214,1303,43,318,842,888,457
"146",2018-08-24,1191,316,140,4739,2508,2205,797,546,862,797,265,93,294,2421,2317,104,689,1516,1720,787
"147",2018-08-25,1228,315,134,4768,2531,2216,809,516,844,856,296,84,269,2388,2376,93,679,1536,1695,833
"148",2018-08-26,1132,317,126,4399,2348,2029,755,437,788,804,262,84,233,2101,2294,71,541,1486,1545,801
"149",2018-08-27,524,139,57,2006,1085,913,330,198,337,378,121,45,99,990,1016,42,242,671,745,340
"150",2018-08-28,1145,305,129,4334,2262,2043,709,450,773,820,275,86,224,2100,2230,84,546,1496,1533,726
"151",2018-08-29,1103,300,135,4290,2265,1996,704,439,806,751,266,95,238,2190,2094,84,630,1364,1542,719
"152",2018-08-30,768,209,96,3015,1585,1410,546,339,566,505,153,49,202,1442,1572,51,421,989,1007,577
"153",2018-08-31,1109,305,118,4281,2201,2051,693,451,809,791,247,73,227,2045,2220,73,553,1489,1472,722
"154",2018-09-01,1081,313,135,4271,2231,2016,738,481,786,749,223,62,259,2073,2195,77,578,1437,1479,750
"155",2018-09-02,1155,327,136,4535,2388,2115,747,500,845,770,260,106,261,2226,2306,90,594,1520,1614,772
"156",2018-09-03,1078,322,142,4299,2225,2049,693,495,834,720,209,80,262,2093,2195,80,578,1469,1498,718
"157",2018-09-04,1137,338,150,4536,2383,2120,759,513,871,736,246,98,278,2232,2303,76,602,1518,1601,781
"158",2018-09-05,1061,309,124,4091,2133,1931,679,452,746,733,259,77,234,2033,2047,75,579,1349,1433,692
"159",2018-09-06,331,98,52,1299,662,628,213,178,226,224,84,19,84,676,621,29,220,407,451,210
"160",2018-09-07,1063,305,135,4302,2320,1957,709,509,783,665,223,100,286,2195,2106,86,583,1374,1599,720
"161",2018-09-08,1203,344,157,4761,2535,2191,773,532,866,793,269,108,276,2374,2385,81,630,1560,1722,812
"162",2018-09-09,975,286,132,3871,2060,1785,658,434,704,647,206,92,221,1900,1960,53,504,1276,1379,675
"163",2018-09-10,764,217,93,2927,1561,1353,503,334,493,526,177,60,169,1466,1459,61,410,943,1045,514
"164",2018-09-11,1161,329,153,4583,2496,2069,790,479,808,782,225,105,260,2315,2258,92,606,1457,1698,794
"165",2018-09-12,1100,337,133,4229,2220,1991,717,481,762,748,219,84,262,2112,2117,104,574,1417,1528,692
"166",2018-09-13,683,190,94,2605,1345,1242,454,265,498,479,160,53,139,1249,1356,57,344,898,894,451
"167",2018-09-14,1136,330,141,4465,2337,2101,739,517,824,760,247,100,253,2212,2246,68,638,1459,1553,781
"168",2018-09-15,1135,338,158,4488,2441,2023,792,456,808,759,244,107,249,2168,2317,80,533,1488,1615,825
"169",2018-09-16,1096,321,137,4265,2227,2009,690,471,789,749,238,78,252,2143,2119,85,592,1416,1535,690
"170",2018-09-17,891,273,107,3424,1782,1623,526,384,622,617,191,69,190,1698,1724,61,458,1163,1228,554
"171",2018-09-18,1136,349,145,4411,2327,2047,736,557,766,724,221,102,289,2224,2186,79,654,1392,1546,781
"172",2018-09-19,992,317,125,3810,1994,1795,644,435,669,691,200,71,222,1835,1972,65,489,1305,1334,658
"173",2018-09-20,681,197,100,2616,1368,1228,411,281,490,457,165,68,146,1277,1339,40,331,897,932,436
"174",2018-09-21,1139,331,151,4452,2390,2039,751,485,769,785,273,85,250,2212,2237,74,605,1432,1595,794
"175",2018-09-22,1123,327,152,4367,2317,2018,750,465,772,781,236,87,238,2071,2252,76,543,1452,1511,787
"176",2018-09-23,1150,348,143,4522,2354,2139,762,503,846,790,255,91,250,2228,2291,92,607,1531,1599,753
"177",2018-09-24,917,274,125,3551,1897,1632,627,370,656,606,196,81,221,1722,1828,75,471,1161,1238,658
"178",2018-09-25,1123,324,161,4259,2208,2029,662,508,754,767,253,94,248,2138,2121,66,600,1429,1525,683
"179",2018-09-26,1208,351,164,4809,2548,2238,768,590,867,781,265,117,294,2474,2331,91,676,1560,1778,768
"180",2018-09-27,520,149,68,2062,1085,965,353,231,379,355,105,41,117,1019,1042,48,277,687,734,351
"181",2018-09-28,1292,352,169,5091,2696,2365,865,578,921,866,299,124,288,2584,2507,106,729,1636,1841,855
"182",2018-09-29,1227,354,155,4743,2467,2247,770,532,909,806,268,109,297,2329,2414,82,656,1591,1657,810
"183",2018-09-30,1088,364,155,4181,2163,1997,697,548,740,709,222,85,279,2054,2121,81,579,1416,1462,697
"184",2018-10-01,137,44,22,530,268,258,81,61,100,97,28,8,30,245,285,6,58,200,185,83
