"","date","PA","batters","pitchers","pitches","takes","swings","calledStrikes","whiffs","fouls","BIP","H","BB","SO","outsideZone","insideZone","badCalls","swingsOZ","swingsIZ","takesOZ","takesIZ"
"24",2019-04-13,1016,291,115,4042,2180,1841,699,408,741,692,223,81,231,1871,1877,77,488,1217,1377,648
"25",2019-04-14,1075,299,129,4295,2312,1960,753,458,789,713,234,91,257,1977,2011,89,502,1313,1461,690
"26",2019-04-15,802,210,90,3085,1719,1336,522,304,514,518,169,97,169,1567,1517,53,380,956,1165,553
"27",2019-04-16,1119,312,118,4369,2352,1991,774,496,737,758,253,93,252,2140,2227,83,570,1420,1555,796
"28",2019-04-17,1010,288,114,3970,2103,1845,663,441,734,670,192,76,246,1971,1996,60,548,1296,1407,694
"29",2019-04-18,777,209,91,3121,1644,1453,533,364,567,522,177,58,184,1586,1534,94,421,1032,1148,495
"30",2019-04-19,1005,270,124,3916,2148,1744,707,431,670,643,199,101,249,2006,1910,117,511,1233,1478,670
"31",2019-04-20,1213,308,126,4771,2550,2195,828,509,872,814,301,96,283,2376,2395,108,649,1546,1708,842
"32",2019-04-21,1152,312,133,4428,2339,2067,754,545,760,762,261,97,278,2180,2247,82,607,1459,1557,782
"33",2019-04-22,719,191,83,2839,1536,1294,489,276,513,505,163,58,149,1402,1435,57,365,929,1030,504
"34",2019-04-23,1198,319,135,4692,2467,2209,816,505,898,806,276,99,282,2350,2341,119,685,1523,1655,812
"35",2019-04-24,1118,310,117,4337,2324,1987,700,454,767,766,239,101,235,2219,2118,82,585,1402,1616,708
"36",2019-04-25,595,163,68,2400,1263,1124,391,273,456,395,123,57,133,1188,1211,45,319,804,860,403
"37",2019-04-26,1091,300,127,4399,2350,2025,701,462,838,725,253,99,256,2224,2173,81,612,1412,1599,750
"38",2019-04-27,1086,301,118,4308,2328,1955,714,470,767,718,247,102,250,2143,2163,82,531,1424,1594,732
"39",2019-04-28,1197,323,134,4719,2475,2214,802,542,892,780,251,95,305,2332,2382,82,659,1551,1654,820
"40",2019-04-29,667,192,77,2507,1363,1132,444,237,434,461,133,68,129,1297,1209,64,342,789,946,417
"41",2019-04-30,974,272,109,3816,2034,1759,676,437,693,629,187,83,249,1947,1861,78,569,1186,1361,669
"42",2019-05-01,1252,321,143,4881,2554,2302,813,546,895,861,266,95,282,2457,2424,107,688,1614,1754,800
"43",2019-05-02,586,164,62,2242,1118,1113,374,273,442,398,137,34,151,1037,1205,48,290,823,744,374
"44",2019-05-03,1083,297,118,4287,2255,2007,752,482,818,707,232,87,276,2107,2166,108,588,1413,1504,743
"45",2019-05-04,1231,325,131,4720,2467,2225,772,496,862,867,289,106,245,2197,2196,73,625,1451,1556,733
"46",2019-05-05,1058,297,129,4191,2227,1953,718,459,769,725,218,85,237,1958,1967,94,547,1283,1405,680
"47",2019-05-06,875,248,90,3455,1805,1626,582,409,624,593,186,69,197,1752,1699,78,510,1114,1223,580
"48",2019-05-07,1122,306,120,4385,2364,1999,725,463,774,762,242,92,248,2174,2211,81,538,1461,1617,747
"49",2019-05-08,1127,295,130,4417,2293,2101,755,542,819,740,234,87,286,2162,2255,82,618,1483,1526,767
"50",2019-05-09,737,219,72,2953,1596,1336,491,320,530,486,160,80,160,1469,1452,53,383,935,1071,511
"51",2019-05-10,1134,308,119,4355,2258,2068,694,499,799,770,240,98,254,2156,2198,74,621,1447,1518,739
"52",2019-05-11,1237,314,137,4923,2529,2369,799,545,990,834,258,109,278,2474,2447,95,748,1621,1709,818
"53",2019-05-12,1068,285,112,4150,2160,1972,699,455,800,717,253,82,252,2077,2073,101,584,1388,1482,678
"54",2019-05-13,477,123,52,1899,1007,888,321,180,380,328,115,43,100,937,960,35,256,632,677,328
"55",2019-05-14,1062,296,110,4193,2254,1923,714,474,747,702,229,92,257,2122,2071,93,570,1353,1544,710
"56",2019-05-15,1035,274,118,3929,2035,1871,680,443,739,689,226,70,259,1985,1942,111,563,1307,1406,628
"57",2019-05-16,795,213,86,3066,1633,1409,514,320,525,564,202,64,152,1551,1514,78,395,1014,1141,491
"58",2019-05-17,1144,313,123,4386,2242,2124,711,495,835,794,273,86,251,2152,2233,84,608,1516,1533,708
"59",2019-05-18,1085,303,121,4328,2237,2079,684,473,861,745,225,88,244,2149,2178,94,608,1470,1532,705
"60",2019-05-19,1128,329,118,4432,2361,2042,709,508,776,758,224,99,252,2255,2173,81,604,1434,1631,730
"61",2019-05-20,758,200,88,2946,1527,1401,493,306,573,522,174,55,171,1422,1522,43,395,1004,1014,513
"62",2019-05-21,1049,288,113,4181,2232,1932,690,460,764,708,210,95,234,2131,2048,84,578,1354,1540,690
"63",2019-05-22,1179,301,131,4658,2413,2203,766,507,897,799,276,100,252,2324,2332,93,648,1554,1646,766
"64",2019-05-23,812,215,89,3124,1600,1506,514,338,610,558,201,63,181,1536,1586,63,449,1056,1077,522
"65",2019-05-24,1111,304,131,4441,2344,2070,739,536,808,726,269,87,275,2243,2193,88,627,1442,1597,743
"66",2019-05-25,1248,319,129,4720,2431,2256,759,512,858,886,310,91,251,2375,2342,89,684,1570,1671,759
"67",2019-05-26,1172,309,130,4643,2361,2257,725,506,942,809,277,88,257,2270,2370,93,629,1627,1620,739
"68",2019-05-27,1075,265,127,4285,2212,2041,693,470,843,728,256,84,247,1501,1542,70,392,1029,1091,502
"69",2019-05-28,1132,301,115,4453,2333,2091,740,475,855,761,257,93,260,2244,2206,88,635,1455,1590,741
"70",2019-05-29,1139,295,124,4347,2245,2074,696,504,788,782,300,85,256,2177,2170,81,629,1445,1533,712
"71",2019-05-30,699,192,76,2727,1400,1314,418,303,526,485,183,51,152,1423,1302,48,440,873,974,425
"72",2019-05-31,1106,309,114,4219,2224,1975,694,476,719,780,251,81,230,2159,2059,97,610,1365,1536,687
"73",2019-06-01,1168,319,131,4556,2324,2210,736,568,842,800,270,73,281,2246,2310,86,642,1568,1591,733
"74",2019-06-02,1119,307,118,4461,2276,2162,678,520,884,758,243,83,268,2166,2295,68,608,1554,1549,727
"75",2019-06-03,282,80,27,1077,597,476,206,113,168,195,52,24,59,529,548,23,133,343,392,205
"76",2019-06-04,1175,318,133,4664,2418,2218,750,507,877,834,281,88,237,2371,2291,104,670,1547,1679,738
"77",2019-06-05,1100,290,125,4295,2296,1973,741,472,750,751,251,88,245,2160,2134,92,582,1391,1560,735
"78",2019-06-06,994,267,106,3861,1970,1872,631,425,755,692,212,77,219,1884,1976,84,551,1321,1325,644
"79",2019-06-07,1094,303,109,4297,2166,2106,666,491,850,765,240,64,254,2141,2154,95,624,1480,1505,661
"80",2019-06-08,1247,312,120,4897,2546,2313,808,584,901,828,257,99,298,2505,2391,107,728,1585,1752,793
"81",2019-06-09,1160,306,133,4518,2306,2186,708,546,860,780,264,87,281,2212,2303,89,613,1572,1587,717
"82",2019-06-10,620,174,64,2398,1251,1130,387,274,427,429,144,47,133,1220,1178,42,354,776,858,393
"83",2019-06-11,1229,311,129,4906,2593,2285,790,528,933,824,284,113,276,2515,2388,98,695,1590,1800,790
"84",2019-06-12,967,248,109,3735,1953,1759,596,440,680,639,206,78,233,1921,1814,75,544,1215,1362,591
"85",2019-06-13,853,228,89,3409,1756,1626,507,383,657,586,205,69,185,1576,1506,53,439,1026,1124,469
"86",2019-06-14,1216,326,125,4797,2522,2238,776,476,906,856,298,107,233,2421,2373,91,665,1573,1731,788
"87",2019-06-15,1146,313,124,4379,2234,2113,704,519,809,785,278,81,266,2235,2139,92,689,1423,1529,701
"88",2019-06-16,1211,330,132,4802,2512,2263,789,487,934,842,319,98,257,2402,2391,88,667,1592,1719,788
"89",2019-06-17,786,218,81,3075,1627,1433,520,344,560,529,155,68,183,1545,1530,62,437,996,1100,527
"90",2019-06-18,1094,294,112,4138,2133,1983,682,453,765,765,240,73,237,2080,2058,76,621,1362,1446,687
"91",2019-06-19,1215,328,136,4753,2483,2251,769,504,912,835,286,101,264,2321,2431,102,598,1652,1707,776
"92",2019-06-20,941,261,110,3782,2050,1707,654,406,675,626,219,83,213,1952,1830,85,524,1183,1410,640
"93",2019-06-21,1160,315,125,4510,2384,2102,796,486,837,779,274,89,275,2196,2314,78,615,1487,1563,821
"94",2019-06-22,1152,320,138,4544,2473,2051,739,460,801,790,250,107,240,2307,2236,96,567,1484,1727,745
"95",2019-06-23,1170,323,125,4504,2294,2186,681,504,854,828,297,82,247,2234,2269,79,619,1566,1602,692
"96",2019-06-24,548,146,63,2111,1117,986,341,223,380,383,146,39,119,1106,1003,35,331,654,769,347
"97",2019-06-25,1117,305,123,4328,2226,2084,729,472,849,763,259,77,261,2097,2230,88,595,1488,1491,735
"98",2019-06-26,1141,308,129,4555,2334,2193,699,536,900,757,262,83,285,2279,2276,69,652,1541,1612,722
"99",2019-06-27,802,216,92,3077,1540,1516,492,333,618,565,176,44,181,1530,1547,58,462,1054,1051,489
"100",2019-06-28,1043,287,122,4056,2118,1916,659,451,720,745,237,76,211,2030,2026,74,571,1345,1450,668
"101",2019-06-29,1158,319,133,4604,2378,2185,719,505,894,786,266,95,253,2140,2042,87,633,1364,1476,668
"102",2019-06-30,1168,327,131,4636,2383,2235,738,559,903,773,288,90,292,2153,2104,91,640,1411,1503,685
"103",2019-07-01,405,109,41,1477,753,715,230,149,267,299,120,29,73,714,762,30,182,532,526,227
"104",2019-07-02,1076,297,125,4280,2278,1983,714,456,794,733,250,87,245,2147,2133,74,586,1397,1551,727
"105",2019-07-03,1231,318,141,4766,2437,2303,831,573,904,826,274,84,303,2317,2446,100,694,1607,1606,831
"106",2019-07-04,934,246,112,3677,1848,1808,564,413,758,637,232,71,213,1835,1839,70,530,1277,1293,553
"107",2019-07-05,1028,285,114,4002,2044,1941,646,423,800,718,238,77,223,1992,2007,62,602,1339,1381,661
"108",2019-07-06,1128,313,116,4374,2235,2107,739,498,828,781,272,76,253,2124,2246,87,620,1485,1486,747
"109",2019-07-07,1121,313,134,4457,2233,2208,691,548,885,775,260,71,268,2215,2242,83,691,1517,1518,715
"110",2019-07-11,73,20,7,273,133,138,42,30,61,47,18,6,20,132,141,3,44,94,88,45
"111",2019-07-12,1111,304,130,4359,2241,2092,694,527,814,751,246,82,265,2218,2138,89,660,1430,1541,699
"112",2019-07-13,1260,330,151,5088,2609,2459,777,588,1040,831,298,107,304,2576,2510,99,743,1716,1817,790
"113",2019-07-14,1161,318,136,4519,2292,2194,730,574,841,779,269,80,279,2241,2277,78,675,1519,1545,746
"114",2019-07-15,873,216,92,3360,1723,1617,495,381,631,605,222,76,180,1695,1664,57,484,1133,1196,526
"115",2019-07-16,1136,307,131,4423,2293,2100,659,460,834,806,261,84,222,2257,2165,70,619,1481,1613,679
"116",2019-07-17,1085,298,118,4212,2211,1983,679,486,759,738,266,91,238,2122,2086,70,586,1396,1521,687
"117",2019-07-18,1010,261,113,3996,2053,1924,630,471,779,674,231,80,246,2024,1971,71,605,1318,1408,645
"118",2019-07-19,1164,307,122,4581,2418,2145,764,502,858,785,290,92,272,2361,2220,121,683,1462,1669,749
"119",2019-07-20,1149,323,131,4471,2279,2167,709,504,873,790,272,80,259,2197,2273,89,631,1536,1547,731
"120",2019-07-21,1126,316,129,4596,2407,2168,744,588,875,705,221,94,313,2314,2282,81,653,1515,1646,761
"121",2019-07-22,776,216,83,3007,1579,1414,482,314,567,533,188,65,166,1511,1495,59,408,1005,1093,486
"122",2019-07-23,1239,331,139,4833,2581,2221,857,569,841,811,266,96,312,2438,2392,96,702,1518,1714,865
"123",2019-07-24,1163,320,124,4622,2403,2192,776,500,921,771,242,88,292,2270,2352,73,658,1534,1596,807
"124",2019-07-25,810,186,94,3137,1626,1495,493,327,606,562,184,75,161,1558,1577,46,437,1057,1111,514
"125",2019-07-26,1114,307,122,4287,2249,2019,692,478,765,776,238,83,244,2179,2107,97,610,1409,1555,693
"126",2019-07-27,1156,318,118,4501,2357,2123,766,494,849,780,278,86,275,2210,2291,87,603,1520,1593,764
"127",2019-07-28,1166,326,132,4554,2337,2183,720,538,876,769,274,106,280,2275,2279,84,640,1543,1617,720
"128",2019-07-29,533,150,55,2050,1082,948,325,229,358,361,115,47,118,1077,973,40,303,645,759,323
"129",2019-07-30,1179,313,130,4598,2348,2227,755,527,901,799,278,85,283,2129,2215,82,608,1492,1507,714
"130",2019-07-31,1060,286,126,4115,2112,1992,678,456,812,724,237,85,244,1999,2115,75,587,1405,1404,707
"131",2019-08-01,759,213,81,2950,1553,1383,471,299,557,527,174,67,154,1465,1485,51,384,999,1072,481
"132",2019-08-02,1006,270,111,3926,2096,1816,625,408,705,703,223,86,211,2022,1903,82,547,1269,1469,626
"133",2019-08-03,1238,322,144,4947,2671,2243,842,532,888,823,288,115,280,2542,2402,96,707,1536,1813,855
"134",2019-08-04,1130,314,125,4436,2286,2132,689,483,878,771,255,100,243,2250,2185,85,648,1484,1588,698
"135",2019-08-05,1048,278,112,4166,2203,1947,680,456,775,716,241,87,233,2119,2046,89,585,1361,1523,680
"136",2019-08-06,1175,302,123,4585,2378,2189,748,478,885,826,307,84,256,2269,2309,87,654,1530,1603,773
"137",2019-08-07,1119,296,121,4455,2249,2182,723,550,878,754,258,76,270,2231,2223,94,688,1494,1525,723
"138",2019-08-08,619,171,62,2446,1283,1143,392,276,445,422,148,48,133,1243,1189,48,346,789,882,395
"139",2019-08-09,1144,315,127,4521,2414,2079,760,493,829,757,255,96,271,2329,2191,102,643,1435,1664,750
"140",2019-08-10,1105,318,119,4385,2270,2096,712,506,833,757,246,88,250,2170,2200,90,601,1485,1558,707
"141",2019-08-11,1148,318,134,4471,2295,2150,737,526,870,754,259,85,289,2218,2253,89,656,1494,1541,754
"142",2019-08-12,642,151,71,2466,1228,1229,366,255,504,470,179,53,113,1217,1248,39,362,867,850,377
"143",2019-08-13,1234,319,145,4954,2669,2265,861,492,930,843,291,115,258,2520,2433,113,699,1565,1805,864
"144",2019-08-14,1155,313,127,4591,2378,2181,741,540,864,777,286,91,266,2362,2229,82,694,1487,1642,736
"145",2019-08-15,802,208,82,3076,1628,1425,498,309,551,565,215,60,156,1549,1527,62,421,1004,1108,520
"146",2019-08-16,1131,316,122,4323,2215,2084,687,487,791,806,249,79,237,2180,2132,79,663,1417,1507,701
"147",2019-08-17,1203,319,144,4729,2434,2273,753,513,934,826,284,99,263,2383,2345,96,684,1588,1681,753
"148",2019-08-18,1172,319,123,4650,2433,2192,728,500,897,795,286,97,267,2217,2121,78,629,1415,1576,694
"149",2019-08-19,701,192,83,2852,1498,1340,465,317,555,468,152,63,160,1454,1397,53,420,920,1024,473
"150",2019-08-20,1191,320,137,4676,2463,2194,793,504,900,790,260,105,282,2346,2329,88,668,1525,1666,797
"151",2019-08-21,1119,312,128,4345,2225,2100,700,495,834,771,247,90,247,2161,2181,77,621,1478,1530,694
"152",2019-08-22,683,203,69,2705,1395,1294,425,292,521,481,130,40,154,1334,1371,49,369,925,957,438
"153",2019-08-23,1103,306,122,4379,2330,2031,753,506,778,747,270,81,260,2186,2191,88,612,1417,1561,769
"154",2019-08-24,1154,322,141,4667,2559,2071,785,486,834,751,243,120,261,2399,2267,105,603,1468,1775,783
"155",2019-08-25,1120,319,131,4504,2374,2091,736,486,866,739,225,100,261,2218,2285,72,586,1504,1607,767
"156",2019-08-26,638,184,70,2552,1363,1171,388,252,481,438,150,57,137,1321,1231,62,338,833,978,385
"157",2019-08-27,1133,315,125,4517,2397,2093,747,464,853,776,255,91,245,2265,2247,79,620,1471,1627,767
"158",2019-08-28,1069,292,122,4280,2250,2002,702,479,821,702,251,75,273,2106,2172,68,573,1428,1517,732
"159",2019-08-29,795,208,85,3033,1572,1442,505,328,562,552,192,54,178,1514,1518,71,435,1006,1067,505
"160",2019-08-30,1135,298,128,4473,2284,2166,724,509,865,792,284,82,244,2280,2192,87,720,1445,1542,742
"161",2019-08-31,1229,326,144,4807,2518,2257,808,526,898,833,291,93,280,2420,2379,98,677,1577,1720,793
"162",2019-09-01,1188,339,152,4704,2462,2216,740,550,876,790,240,99,279,2376,2322,83,662,1552,1696,762
"163",2019-09-02,920,268,105,3705,1913,1777,585,432,726,619,213,73,220,1885,1820,64,554,1223,1323,590
"164",2019-09-03,1150,337,152,4549,2378,2143,738,552,845,746,240,96,293,2319,2230,89,664,1479,1642,736
"165",2019-09-04,836,239,102,3266,1699,1548,515,346,621,581,202,74,171,1677,1587,59,486,1062,1182,515
"166",2019-09-05,955,277,130,3697,1939,1735,601,418,665,652,206,86,199,1886,1811,76,537,1198,1329,610
"167",2019-09-06,1145,340,160,4688,2447,2210,747,529,944,737,233,111,279,2404,2281,82,717,1491,1669,777
"168",2019-09-07,1111,334,144,4467,2393,2042,756,541,833,668,207,113,312,2300,2167,95,644,1398,1633,760
"169",2019-09-08,1133,343,147,4462,2285,2153,714,510,883,760,258,92,265,2163,2299,77,600,1553,1544,741
"170",2019-09-09,612,186,74,2405,1269,1126,406,268,445,413,145,46,147,1195,1210,45,338,788,850,419
"171",2019-09-10,1142,336,143,4484,2312,2153,713,489,883,781,261,92,254,2187,2297,62,612,1541,1560,752
"172",2019-09-11,1039,321,142,4241,2238,1983,662,483,820,680,210,97,250,2130,2111,63,597,1386,1520,718
"173",2019-09-12,1179,323,160,4773,2555,2193,780,589,861,743,257,115,303,2445,2328,84,691,1502,1734,821
"174",2019-09-13,1029,295,118,4108,2198,1889,664,424,751,714,243,100,206,2100,2007,86,570,1319,1520,677
"175",2019-09-14,1222,349,163,4731,2495,2201,786,567,811,823,259,87,284,2386,2345,86,687,1514,1671,824
"176",2019-09-15,1154,337,151,4543,2393,2136,741,513,845,778,278,103,263,2258,2281,69,641,1493,1606,785
"177",2019-09-16,588,178,79,2295,1242,1039,404,250,389,400,128,50,128,1181,1114,61,327,712,846,396
"178",2019-09-17,1201,330,159,4805,2584,2202,813,531,897,774,270,100,311,2454,2350,92,679,1522,1761,823
"179",2019-09-18,1155,327,159,4507,2352,2132,770,510,849,773,246,85,286,2202,2303,90,610,1522,1579,771
"180",2019-09-19,699,196,92,2800,1414,1375,438,374,541,460,161,55,178,1377,1423,43,430,945,942,472
"181",2019-09-20,1107,328,146,4403,2315,2060,720,501,807,752,228,94,251,2192,2211,84,587,1473,1592,723
"182",2019-09-21,1203,342,181,4726,2454,2237,775,547,892,798,273,90,294,2389,2337,107,675,1562,1686,768
"183",2019-09-22,1134,333,146,4472,2315,2126,740,511,858,757,259,87,273,2234,2237,81,640,1486,1568,746
"184",2019-09-23,447,115,65,1790,936,844,283,203,337,304,104,48,88,909,880,29,256,587,645,291
"185",2019-09-24,1364,369,200,5384,2797,2563,858,687,1006,870,281,105,369,2722,2662,103,790,1773,1915,882
"186",2019-09-25,1112,335,154,4403,2355,2024,766,560,752,712,234,86,297,2073,2015,71,607,1283,1452,724
"187",2019-09-26,831,245,115,3339,1797,1532,604,376,619,537,178,65,221,1517,1535,68,413,987,1101,545
"188",2019-09-27,1110,326,154,4377,2300,2048,677,510,819,719,244,107,265,2269,2108,93,629,1419,1622,678
"189",2019-09-28,1214,346,165,4793,2550,2215,794,564,869,782,250,111,296,2476,2312,116,684,1528,1772,776
"190",2019-09-29,1141,367,168,4373,2233,2113,681,526,829,758,246,88,277,2176,2194,56,628,1485,1526,704
