"","date","PA","batters","pitchers","pitches","takes","swings","calledStrikes","whiffs","fouls","BIP","H","BB","SO","outsideZone","insideZone","badCalls","swingsOZ","swingsIZ","takesOZ","takesIZ"
"65",2021-06-04,1112,321,131,4295,2221,2054,690,468,824,762,240,95,241,2089,2206,75,568,1486,1507,714
"66",2021-06-05,1121,322,133,4356,2197,2131,741,552,838,741,254,59,306,2071,2285,85,591,1540,1463,734
"67",2021-06-06,1146,317,138,4427,2263,2135,729,508,866,761,256,96,271,2136,2291,86,585,1550,1534,729
"68",2021-06-07,229,58,30,922,498,417,152,96,169,152,57,23,49,480,442,22,123,294,352,146
"69",2021-06-08,1134,318,135,4470,2289,2148,706,521,875,752,258,103,263,2207,2263,56,625,1523,1562,727
"70",2021-06-09,1152,317,128,4518,2330,2160,765,503,898,759,230,99,276,2146,2372,74,588,1572,1538,792
"71",2021-06-10,675,185,82,2697,1391,1287,406,324,497,466,161,47,148,1363,1334,42,368,919,982,409
"72",2021-06-11,1043,299,122,4039,2061,1956,659,472,800,684,221,80,262,1960,2079,60,562,1394,1381,680
"73",2021-06-12,1189,323,146,4725,2533,2169,805,521,871,777,257,119,273,2368,2357,89,626,1543,1726,807
"74",2021-06-13,1122,319,116,4230,2191,2009,685,467,767,775,255,83,243,2064,2166,84,543,1466,1502,689
"75",2021-06-14,929,265,111,3638,1867,1751,602,408,706,637,198,71,208,1738,1900,72,475,1276,1249,618
"76",2021-06-15,1116,313,125,4388,2321,2047,771,494,802,751,248,85,268,2131,2257,71,588,1459,1532,789
"77",2021-06-16,1148,326,129,4394,2226,2135,703,504,841,790,264,85,253,2117,2277,78,590,1545,1506,720
"78",2021-06-17,734,204,84,2799,1435,1343,461,313,512,518,161,53,152,1345,1454,45,381,962,952,483
"79",2021-06-18,1107,320,127,4379,2323,2025,740,472,826,727,232,101,262,2141,2238,72,559,1466,1564,759
"80",2021-06-19,1118,313,129,4283,2284,1975,728,430,784,761,256,99,250,2082,2201,95,505,1470,1566,718
"81",2021-06-20,1162,323,136,4460,2232,2199,695,546,880,773,262,95,284,2140,2320,87,601,1598,1526,706
"82",2021-06-21,582,159,75,2370,1284,1068,391,267,445,356,110,59,155,1174,1196,44,282,786,880,404
"83",2021-06-22,1119,312,135,4402,2349,2032,775,543,758,731,225,87,284,2217,2185,100,589,1443,1610,739
"84",2021-06-23,1027,282,124,4050,2174,1853,666,480,706,667,215,109,237,2004,2046,64,506,1347,1484,690
"85",2021-06-24,766,204,85,2986,1614,1360,514,301,560,499,156,88,165,1441,1545,38,358,1002,1073,541
"86",2021-06-25,1131,303,142,4339,2251,2050,711,455,827,768,247,90,253,2119,2220,72,590,1460,1508,743
"87",2021-06-26,1083,309,115,4267,2229,2019,703,497,797,725,242,92,254,2106,2161,101,545,1474,1543,686
"88",2021-06-27,1083,311,120,4305,2254,2022,687,515,820,687,208,101,276,2094,2211,67,535,1487,1539,715
"89",2021-06-28,769,215,91,2931,1534,1377,517,294,540,543,194,56,156,1416,1515,58,386,991,1017,517
"90",2021-06-29,1048,292,116,4092,2147,1918,659,465,770,683,223,108,237,2039,2053,67,552,1366,1467,680
"91",2021-06-30,1143,316,144,4533,2462,2053,733,470,816,767,279,119,240,2267,2266,77,553,1500,1702,760
"92",2021-07-01,817,230,86,3178,1661,1501,507,357,574,570,196,71,167,1554,1623,51,426,1075,1118,542
"93",2021-07-02,1080,294,134,4330,2306,1999,739,460,813,726,226,90,249,2134,2196,91,571,1428,1547,759
"94",2021-07-03,1152,311,136,4556,2441,2096,758,507,831,758,234,123,259,2193,2363,77,545,1551,1639,802
"95",2021-07-04,1140,327,132,4431,2268,2131,709,562,817,752,241,81,285,2157,2274,77,587,1544,1545,723
"96",2021-07-05,853,238,100,3406,1808,1579,574,374,634,571,189,79,189,1731,1675,77,459,1120,1260,548
"97",2021-07-06,1016,271,117,4040,2114,1898,670,444,769,685,249,77,237,1978,2062,56,540,1358,1422,692
"98",2021-07-07,1239,338,140,4881,2575,2277,823,572,861,844,298,89,285,2412,2469,77,663,1614,1727,848
"99",2021-07-08,663,187,73,2555,1316,1223,445,318,459,446,142,44,164,1261,1294,58,378,845,872,444
"100",2021-07-09,1134,313,140,4425,2388,2011,739,468,796,747,239,113,254,2174,2251,69,533,1478,1620,768
"101",2021-07-10,1196,333,141,4831,2558,2247,774,519,940,788,262,111,281,2383,2448,79,621,1626,1746,812
"102",2021-07-11,997,271,131,3968,2076,1875,636,410,802,663,209,97,223,1905,2062,62,486,1389,1410,665
"103",2021-07-16,1156,316,136,4534,2379,2125,771,462,891,772,274,96,265,2169,2365,90,548,1577,1598,781
"104",2021-07-17,1094,304,130,4167,2151,1993,683,445,792,756,244,81,238,2013,2154,76,545,1448,1449,702
"105",2021-07-18,1173,325,132,4398,2245,2131,676,527,817,787,248,95,266,2154,2244,82,574,1557,1561,684
"106",2021-07-19,913,251,110,3476,1816,1637,590,363,643,631,229,64,203,1698,1778,86,437,1200,1246,570
"107",2021-07-20,1052,300,128,4011,2085,1900,687,478,717,705,244,80,251,1995,2016,90,555,1345,1422,663
"108",2021-07-21,1093,301,134,4308,2214,2069,665,463,839,767,218,87,222,2071,2237,61,549,1520,1503,711
"109",2021-07-22,682,185,80,2668,1424,1231,435,301,493,437,120,73,165,1333,1335,54,329,902,995,429
"110",2021-07-23,1120,318,132,4423,2367,2029,785,487,808,734,242,95,274,2193,2230,92,588,1441,1589,778
"111",2021-07-24,1109,319,129,4219,2197,2002,701,488,766,748,234,91,256,2087,2132,78,584,1418,1488,709
"112",2021-07-25,1070,313,129,4128,2126,1974,690,481,785,708,217,85,256,2025,2103,79,579,1395,1426,700
"113",2021-07-26,652,174,82,2502,1287,1200,397,270,488,442,157,53,144,1260,1242,44,354,846,894,393
"114",2021-07-27,1085,295,124,4158,2183,1948,680,437,756,755,253,89,225,2007,2151,66,536,1412,1455,728
"115",2021-07-28,1147,290,128,4531,2355,2144,709,530,847,767,257,104,254,2232,2299,74,585,1559,1624,731
"116",2021-07-29,868,234,92,3299,1681,1597,545,383,626,588,197,67,202,1580,1719,71,440,1157,1127,554
"117",2021-07-30,1166,318,140,4556,2403,2119,743,475,844,800,272,106,245,2265,2291,92,592,1527,1657,746
"118",2021-07-31,1126,319,141,4353,2228,2098,720,500,822,776,239,80,257,2078,2275,83,564,1534,1497,731
"119",2021-08-01,1095,313,134,4267,2187,2056,702,443,858,755,237,83,240,2047,2220,79,536,1520,1495,692
"120",2021-08-02,610,165,73,2446,1309,1115,399,252,440,423,122,54,120,1260,1186,45,337,778,910,399
"121",2021-08-03,1127,311,122,4415,2301,2098,711,485,846,767,251,88,261,2162,2253,89,576,1522,1576,725
"122",2021-08-04,1120,316,140,4482,2308,2155,717,493,894,768,260,75,269,2167,2315,89,557,1598,1598,710
"123",2021-08-05,909,256,109,3587,1916,1643,573,366,647,630,195,80,184,1791,1796,76,417,1226,1354,562
"124",2021-08-06,1183,329,152,4635,2420,2194,789,512,870,812,275,80,276,2293,2342,102,640,1554,1639,781
"125",2021-08-07,1161,326,138,4513,2294,2190,760,534,870,786,264,72,290,2121,2392,88,593,1597,1513,781
"126",2021-08-08,1130,320,126,4420,2275,2117,696,474,882,761,250,93,258,2173,2247,90,578,1539,1576,699
"127",2021-08-09,319,81,36,1251,682,563,206,141,203,219,71,30,66,620,631,16,157,406,459,223
"128",2021-08-10,1236,328,167,4862,2551,2284,787,560,894,830,275,104,285,2400,2462,82,638,1646,1749,802
"129",2021-08-11,1075,295,120,4137,2147,1965,667,497,768,700,240,92,263,1988,2149,61,537,1428,1434,713
"130",2021-08-12,1032,290,117,4047,2081,1949,643,463,801,685,234,90,237,1750,1980,72,435,1363,1303,612
"131",2021-08-13,1001,273,106,3848,1974,1860,621,406,765,689,233,74,221,1865,1983,64,511,1349,1343,631
"132",2021-08-14,1185,319,141,4632,2408,2197,704,531,849,817,286,88,264,2299,2333,72,606,1591,1678,730
"133",2021-08-15,1151,317,146,4504,2345,2127,752,507,849,771,256,99,268,2171,2333,87,564,1563,1590,755
"134",2021-08-16,763,210,88,2890,1506,1361,456,317,522,522,184,60,164,1505,1385,78,410,951,1079,427
"135",2021-08-17,1115,317,128,4223,2173,2025,718,479,786,760,231,88,254,2061,2162,87,589,1436,1455,718
"136",2021-08-18,1160,323,146,4431,2336,2069,718,447,820,802,248,95,238,2234,2197,97,575,1494,1635,701
"137",2021-08-19,769,200,87,2937,1490,1432,455,313,582,537,172,59,159,1399,1538,48,372,1060,1016,474
"138",2021-08-20,1115,309,120,4307,2269,2017,709,501,782,734,217,94,270,2129,2178,99,550,1467,1563,706
"139",2021-08-21,1107,313,127,4261,2155,2071,703,470,842,759,250,72,251,2093,2168,88,603,1468,1466,689
"140",2021-08-22,986,278,117,3957,2018,1913,599,447,808,658,208,78,234,2016,1897,106,567,1326,1433,561
"141",2021-08-23,529,147,60,2087,1080,996,322,244,390,362,110,40,121,1060,1027,47,288,708,764,316
"142",2021-08-24,1075,297,128,4240,2214,2009,715,446,843,720,260,84,255,2065,2175,80,559,1450,1493,721
"143",2021-08-25,1096,294,149,4224,2076,2117,631,538,844,735,234,69,273,2064,2160,60,612,1505,1431,645
"144",2021-08-26,929,256,117,3540,1836,1681,581,375,679,627,213,82,204,1773,1767,78,484,1197,1273,563
"145",2021-08-27,1145,309,128,4450,2238,2180,707,515,858,807,250,67,255,2150,2300,79,618,1562,1513,725
"146",2021-08-28,1121,313,126,4337,2188,2120,683,471,855,794,250,78,228,2080,2257,75,564,1556,1496,692
"147",2021-08-29,1046,298,120,4023,2099,1902,669,453,749,700,222,94,232,1975,2048,77,527,1375,1429,670
"148",2021-08-30,802,232,97,3130,1591,1529,472,381,591,557,172,59,181,1546,1584,61,424,1105,1120,471
"149",2021-08-31,1013,287,112,4007,2118,1862,636,449,738,675,207,95,228,2017,1990,71,537,1325,1465,653
"150",2021-09-01,1015,272,139,4021,2056,1947,620,483,774,690,224,80,229,1964,2057,73,516,1431,1433,623
"151",2021-09-02,607,173,73,2352,1191,1153,402,274,471,408,128,44,153,1127,1225,48,325,828,798,393
"152",2021-09-03,1172,334,146,4541,2313,2209,724,481,925,803,262,94,259,2159,2382,83,574,1635,1571,742
"153",2021-09-04,1197,340,147,4627,2454,2150,782,481,846,823,282,98,255,2254,2373,86,572,1578,1666,788
"154",2021-09-05,1187,331,165,4599,2384,2195,712,522,860,813,264,117,239,2251,2348,74,580,1615,1654,730
"155",2021-09-06,916,257,97,3412,1706,1688,555,380,659,649,227,63,197,1602,1810,54,457,1231,1134,572
"156",2021-09-07,1138,322,138,4325,2180,2128,669,472,840,816,265,79,235,2092,2233,67,580,1548,1503,677
"157",2021-09-08,1115,325,149,4309,2257,2027,724,489,788,750,235,94,257,2083,2226,73,546,1481,1523,734
"158",2021-09-09,575,175,69,2293,1155,1126,334,279,454,393,116,42,132,1128,1165,29,308,818,811,344
"159",2021-09-10,1157,318,142,4534,2383,2126,718,532,826,768,244,109,260,2256,2278,78,592,1534,1648,735
"160",2021-09-11,1215,333,137,4729,2475,2232,759,485,905,842,287,105,256,2306,2423,103,586,1646,1705,770
"161",2021-09-12,1125,327,138,4381,2268,2093,712,480,854,759,232,90,263,2089,2292,54,559,1534,1518,750
"162",2021-09-13,599,170,73,2359,1206,1145,388,270,462,413,139,40,141,1118,1241,43,293,852,820,386
"163",2021-09-14,1168,329,158,4643,2392,2221,726,517,921,783,248,96,271,2306,2336,83,642,1579,1645,746
"164",2021-09-15,1173,316,151,4550,2320,2202,722,512,883,807,284,78,266,2294,2256,84,677,1525,1599,721
"165",2021-09-16,636,178,86,2491,1272,1198,369,288,488,422,151,62,136,1271,1220,38,367,831,890,382
"166",2021-09-17,1150,323,153,4573,2347,2202,715,538,874,790,243,100,241,2252,2321,80,606,1596,1629,718
"167",2021-09-18,1119,313,134,4329,2314,1984,716,501,717,766,234,99,243,2130,2199,70,536,1448,1575,739
"168",2021-09-19,1126,312,138,4380,2259,2098,724,497,851,750,240,96,263,2166,2214,96,610,1488,1540,719
"169",2021-09-20,856,234,107,3417,1733,1670,539,382,696,592,192,58,195,1644,1773,57,442,1228,1192,541
"170",2021-09-21,1157,322,142,4489,2331,2125,715,496,849,780,264,97,258,2250,2239,83,622,1503,1605,726
"171",2021-09-22,940,262,128,3635,1905,1715,590,379,678,658,227,68,200,1801,1834,72,475,1240,1314,591
"172",2021-09-23,888,257,115,3573,1891,1664,595,368,720,576,198,87,214,1719,1854,55,455,1209,1257,634
"173",2021-09-24,1178,325,156,4627,2464,2143,780,490,861,792,255,96,273,2289,2338,87,591,1552,1684,780
"174",2021-09-25,1102,315,136,4331,2214,2093,644,510,814,769,246,89,228,2142,2189,61,570,1523,1553,661
"175",2021-09-26,1157,328,148,4631,2394,2204,694,542,908,754,243,106,277,2281,2350,73,589,1615,1673,721
"176",2021-09-27,394,106,48,1575,816,750,238,161,304,285,102,31,71,784,791,25,201,549,575,241
"177",2021-09-28,1122,318,144,4378,2244,2112,694,501,847,764,227,100,248,2179,2199,83,623,1489,1547,697
"178",2021-09-29,1102,314,134,4244,2176,2047,696,476,805,766,246,82,236,2081,2163,74,586,1461,1477,699
"179",2021-09-30,879,257,109,3433,1802,1620,549,360,648,612,198,68,190,1660,1773,51,416,1204,1237,565
"180",2021-10-01,1143,316,146,4430,2243,2162,682,543,844,775,276,86,263,2194,2236,82,622,1540,1553,690
"181",2021-10-02,1122,318,137,4427,2278,2131,701,497,874,760,260,93,256,2179,2247,84,597,1533,1570,708
"182",2021-10-03,1104,333,162,4252,2173,2060,704,537,787,736,246,81,270,2027,2225,59,581,1479,1429,744
