"","date","PA","batters","pitchers","pitches","takes","swings","calledStrikes","whiffs","fouls","BIP","H","BB","SO","outsideZone","insideZone","badCalls","swingsOZ","swingsIZ","takesOZ","takesIZ"
"152",2016-09-05,1159,336,128,4537,2381,2116,730,506,823,787,268,90,261,2268,2269,80,661,1455,1582,799
"153",2016-09-06,1150,335,145,4449,2330,2077,742,463,807,807,273,86,241,2263,2186,96,656,1421,1572,758
"154",2016-09-07,1138,326,147,4485,2322,2126,750,492,869,765,284,88,269,2165,2320,73,621,1505,1516,806
"155",2016-09-08,537,164,63,2065,1067,978,329,209,379,390,135,40,95,1041,1024,46,299,679,725,342
"156",2016-09-09,1155,321,146,4560,2389,2112,752,509,833,770,252,91,258,2246,2314,77,629,1483,1569,820
"157",2016-09-10,1142,334,137,4398,2281,2062,709,459,806,797,242,91,234,2205,2193,114,598,1464,1562,719
"158",2016-09-11,1103,325,133,4232,2232,1951,707,448,742,761,234,81,245,2120,2112,93,582,1369,1504,728
"159",2016-09-12,1158,342,142,4478,2358,2085,762,459,805,821,265,94,226,2243,2235,109,616,1469,1601,757
"160",2016-09-13,1129,324,130,4273,2270,1951,734,449,722,780,246,92,239,2143,2128,94,616,1335,1493,777
"161",2016-09-14,1092,312,133,4241,2191,2014,724,437,816,761,233,71,245,2048,2193,91,584,1430,1437,754
"162",2016-09-15,771,219,86,2993,1588,1386,529,286,554,546,185,60,158,1466,1527,66,386,1000,1065,523
"163",2016-09-16,1197,333,152,4573,2401,2116,753,494,822,800,278,105,269,2249,2323,84,602,1514,1600,800
"164",2016-09-17,1218,341,146,4757,2492,2209,775,483,884,842,260,92,259,2347,2409,90,630,1579,1673,819
"165",2016-09-18,1139,338,147,4322,2326,1948,751,465,700,783,266,89,247,2151,2171,90,579,1369,1539,787
"166",2016-09-19,784,237,90,2989,1536,1425,521,292,560,573,167,43,156,1412,1577,60,401,1024,991,545
"167",2016-09-20,1121,327,135,4382,2302,2025,743,438,814,773,249,80,248,2240,2140,125,622,1403,1575,727
"168",2016-09-21,1065,318,136,4148,2204,1879,715,391,745,743,229,74,224,2022,2126,62,534,1345,1438,766
"169",2016-09-22,806,226,97,3233,1752,1452,564,315,625,512,148,78,202,1603,1629,70,439,1013,1147,605
"170",2016-09-23,1166,339,155,4626,2446,2126,738,485,846,795,254,108,248,2344,2280,77,640,1486,1659,787
"171",2016-09-24,1164,348,149,4528,2349,2124,777,467,842,815,276,82,246,2202,2325,83,637,1487,1520,829
"172",2016-09-25,1053,309,127,4227,2181,1996,667,479,823,694,235,88,256,2085,2142,80,577,1419,1476,705
"173",2016-09-26,804,229,101,3109,1651,1419,520,276,557,586,203,58,144,1583,1526,74,437,982,1112,539
"174",2016-09-27,1157,345,142,4412,2354,2004,738,451,738,815,295,93,230,2185,2226,88,577,1427,1560,793
"175",2016-09-28,1058,324,131,4113,2179,1875,693,409,734,732,240,82,221,1994,2119,73,513,1362,1437,742
"176",2016-09-29,797,237,92,3064,1606,1419,518,329,548,542,195,58,188,1442,1622,56,377,1042,1042,564
"177",2016-09-30,1104,331,127,4299,2266,1997,739,474,770,753,235,81,250,2140,2159,92,620,1377,1493,773
"178",2016-10-01,1120,330,137,4362,2297,2024,761,464,803,757,237,91,258,2132,2230,94,592,1432,1508,789
"179",2016-10-02,1139,347,142,4339,2235,2061,697,501,787,773,256,89,257,2108,2226,85,602,1458,1479,756
