"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"1","SI",2022-05-31,92.8,1.13,5.49,"Pérez, Martín",670764,527048,"single","hit_into_play",NA,NA,NA,NA,6,"Taylor Walls singles on a line drive to catcher Jonah Heim, deflected by pitcher Martin Perez.   Francisco Mejia to 2nd.","R","R","L","TEX","TB","X",1,"line_drive",0,0,2022,1.5,0.7,0.71,2.66,NA,NA,642336,2,2,"Top",131.56,179.65,NA,NA,641680,NA,NA,-4.32746937138845,-135.028640989287,-2.97053454222278,19.2642147538776,29.5458536600272,-23.1473435948515,3.4,1.57,72,97.3,3,92.2,1944,5.9,661884,527048,641680,669087,543760,669701,608369,642201,666969,594777,54.57,0.486,0.437,0.9,1,1,0,4,11,1,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",131,-0.021,0.299
"2","FC",2022-05-26,89.6,1.16,5.41,"Pérez, Martín",542194,527048,"field_out","hit_into_play",NA,NA,NA,NA,7,"Christian Bethancourt bunt grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","R","L","OAK","TEX","X",1,"ground_ball",1,1,2022,-0.21,0.86,-0.33,1.84,NA,NA,NA,0,7,"Bot",139.64,188.4,NA,NA,641680,NA,NA,-3.22708611732081,-130.499643252341,-4.65927810904391,-1.69853388154118,26.3471532739054,-21.5645856179169,3.63,1.78,8,26.4,-10,89.2,2196,5.9,662376,527048,641680,663993,543760,628451,608369,543543,666969,594777,54.57,0.309,0.278,0,1,0,0,1,51,3,"Cutter",1,1,1,1,1,1,1,1,"Standard","Standard",147,-0.038,0.152
"3","CH",2022-05-26,84.2,1.14,5.6,"Pérez, Martín",542194,527048,"","called_strike",NA,NA,NA,NA,14,"Christian Bethancourt bunt grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","R","L","OAK","TEX","S",NA,"",1,0,2022,1.06,0.72,0.95,1.94,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,641680,NA,NA,-2.50184043166174,-122.680571753596,-3.54029642621298,11.1801514656333,24.4017307011137,-24.3682879578951,3.66,1.78,NA,NA,NA,83.6,1702,5.8,662376,527048,641680,663993,543760,628451,608369,543543,666969,594777,54.67,NA,NA,NA,NA,NA,NA,NA,51,2,"Changeup",1,1,1,1,1,1,1,1,"Standard","Standard",127,0,-0.044
"4","CH",2022-05-26,83.3,1.11,5.61,"Pérez, Martín",542194,527048,"","ball",NA,NA,NA,NA,14,"Christian Bethancourt bunt grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","R","L","OAK","TEX","B",NA,"",0,0,2022,1.02,0.61,1.46,1.52,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,641680,NA,NA,-1.19261622734695,-121.274024667683,-4.12063360856666,10.3234756138806,24.4790662481017,-25.574509109136,3.62,1.77,NA,NA,NA,82.6,1591,5.9,662376,527048,641680,663993,543760,628451,608369,543543,666969,594777,54.63,NA,NA,NA,NA,NA,NA,NA,51,1,"Changeup",1,1,1,1,1,1,1,1,"Standard","Standard",127,0,0.034
"5","CH",2022-05-20,84.6,1.09,5.87,"Pérez, Martín",455117,527048,"sac_bunt","hit_into_play",NA,NA,NA,NA,3,"Martin Maldonado out on a sacrifice bunt, pitcher Martin Perez to first baseman Nathaniel Lowe.   Chas McCormick to 2nd.","R","R","L","HOU","TEX","X",1,"ground_ball",0,1,2022,1.24,0.96,0.36,3.13,NA,NA,676801,0,6,"Bot",133.38,186.32,NA,NA,641680,NA,NA,-4.14042781014494,-123.141566736132,-1.87642728394218,13.4283825679729,26.8965359415103,-22.3492695659833,3.35,1.61,33,23.9,23,83.6,1802,5.8,662764,527048,641680,663993,543760,543543,608369,642201,666969,594777,54.67,0.24,0.22,0,0,0,0,1,39,2,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",120,-0.029,0.086
"6","CH",2022-05-20,84.3,1.17,5.84,"Pérez, Martín",455117,527048,"","called_strike",NA,NA,NA,NA,4,"Martin Maldonado out on a sacrifice bunt, pitcher Martin Perez to first baseman Nathaniel Lowe.   Chas McCormick to 2nd.","R","R","L","HOU","TEX","S",NA,"",0,0,2022,1.1,0.74,-0.77,1.68,NA,NA,676801,0,6,"Bot",NA,NA,NA,NA,641680,NA,NA,-6.65260506720585,-122.577717178787,-4.67797366099332,12.4783135357484,25.4593458226713,-23.9779905876614,2.68,0.83,NA,NA,NA,83.4,1703,5.9,662764,527048,641680,663993,543760,543543,608369,642201,666969,594777,54.63,NA,NA,NA,NA,NA,NA,NA,39,1,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",126,0,-0.076
"7","CH",2022-05-20,86,1.07,5.76,"Pérez, Martín",663656,527048,"field_out","hit_into_play",NA,NA,NA,NA,7,"Kyle Tucker grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","L","L","HOU","TEX","X",1,"ground_ball",2,2,2022,1.2,1.01,-0.79,1.99,NA,NA,NA,0,5,"Bot",129.01,188.03,NA,NA,641680,NA,NA,-6.77533152593422,-124.991621208124,-4.66678409068606,13.9268062082896,27.0137907883086,-20.8353365764176,3.59,1.72,1,93.5,-56,85.2,1701,6,662764,527048,641680,663993,543760,543543,608369,642201,666969,594777,54.47,0.217,0.233,0,1,0,0,2,31,5,"Changeup",0,1,0,1,1,0,0,1,"Infield shift","Standard",124,-0.034,-0.199
"8","SI",2022-05-20,92.8,0.87,5.82,"Pérez, Martín",663656,527048,"","called_strike",NA,NA,NA,NA,7,"Kyle Tucker grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","L","L","HOU","TEX","S",NA,"",2,1,2022,1.36,1.11,-0.57,1.9,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,641680,NA,NA,-6.62794192291057,-134.937065066997,-6.61583023064447,18.0424745089292,29.6107509271694,-17.2995759639733,3.56,1.72,NA,NA,NA,92.2,1999,6,662764,527048,641680,663993,543760,543543,608369,642201,666969,594777,54.5,NA,NA,NA,NA,NA,NA,NA,31,4,"Sinker",0,1,0,1,1,0,0,1,"Infield shift","Standard",137,0,-0.065
"9","FC",2022-05-20,89.7,1.19,5.76,"Pérez, Martín",663656,527048,"","ball",NA,NA,NA,NA,13,"Kyle Tucker grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","L","L","HOU","TEX","B",NA,"",1,1,2022,0,1.08,-0.5,1.51,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,641680,NA,NA,-4.13770969606458,-130.52716596089,-6.79723855230007,0.786500176718658,25.4103890987077,-18.6229208393945,3.56,1.72,NA,NA,NA,89.3,2216,5.9,662764,527048,641680,663993,543760,543543,608369,642201,666969,594777,54.62,NA,NA,NA,NA,NA,NA,NA,31,3,"Cutter",0,1,0,1,1,0,0,1,"Infield shift","Standard",154,0,0.051
"10","FC",2022-05-20,88.9,1.23,5.74,"Pérez, Martín",663656,527048,"","ball",NA,NA,NA,NA,13,"Kyle Tucker grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","L","L","HOU","TEX","B",NA,"",0,1,2022,0.06,1.13,-0.9,0.93,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,641680,NA,NA,-5.29804210657904,-129.238239713386,-8.121135293225,1.61806025868853,24.1365482086998,-18.0500835261006,3.62,1.72,NA,NA,NA,88.8,2247,6,662764,527048,641680,663993,543760,543543,608369,642201,666969,594777,54.46,NA,NA,NA,NA,NA,NA,NA,31,2,"Cutter",0,1,0,1,1,0,0,1,"Infield shift","Standard",147,0,0.025
"11","CH",2022-05-20,83.2,1.17,5.9,"Pérez, Martín",663656,527048,"","swinging_strike",NA,NA,NA,NA,5,"Kyle Tucker grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","L","L","HOU","TEX","S",NA,"",0,0,2022,0.95,1.26,-0.02,2.46,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,641680,NA,NA,-4.55209739295598,-121.052435539776,-3.85329102101468,10.2868624624922,25.0555578706339,-19.2192094074623,3.59,1.72,NA,NA,NA,82.5,1736,6,662764,527048,641680,663993,543760,543543,608369,642201,666969,594777,54.53,NA,NA,NA,NA,NA,NA,NA,31,1,"Changeup",0,1,0,1,1,0,0,1,"Infield shift","Standard",122,0,-0.034
"12","SI",2022-05-04,92.7,0.78,5.66,"Pérez, Martín",544369,527048,"field_out","hit_into_play",NA,NA,NA,NA,7,"Didi Gregorius grounds out, first baseman Nathaniel Lowe to pitcher Martin Perez.","R","L","L","PHI","TEX","X",3,"ground_ball",0,1,2022,1.36,0.81,-0.28,2.01,592663,NA,NA,2,5,"Bot",154.45,161.6,NA,NA,641598,NA,NA,-5.64494506582668,-134.805062639247,-5.26532866342559,17.7901815730754,29.8541752241382,-21.3425599473362,3.3,1.63,4,92.9,-30,92.4,1916,6.2,661634,527048,641598,663993,543760,543543,608369,676646,666969,594777,54.32,0.086,0.077,0,1,0,0,2,34,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",134,-0.053,-0.318
"13","SI",2022-05-04,93.1,0.84,5.73,"Pérez, Martín",544369,527048,"","foul",NA,NA,NA,NA,3,"Didi Gregorius grounds out, first baseman Nathaniel Lowe to pitcher Martin Perez.","R","L","L","PHI","TEX","S",NA,"",0,0,2022,1.45,0.71,0.53,2.89,592663,NA,NA,2,5,"Bot",NA,NA,NA,NA,641598,NA,NA,-3.97210182092888,-135.5453509765,-3.05570538190018,18.7060332751346,31.5036051180415,-22.9221719983215,3.3,1.63,5,60.7,-28,92.6,1957,6.1,661634,527048,641598,663993,543760,543543,608369,676646,666969,594777,54.37,NA,NA,NA,NA,NA,NA,NA,34,1,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",132,0,-0.026
"14","CH",2022-05-04,85.2,0.96,5.92,"Pérez, Martín",592663,527048,"field_out","hit_into_play",NA,NA,NA,NA,12,"J.T. Realmuto grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","R","L","PHI","TEX","X",1,"ground_ball",2,2,2022,1.08,0.91,1.02,3.37,NA,NA,NA,0,2,"Bot",125.11,175.75,NA,NA,641598,NA,NA,-2.02794571304774,-124.025552634049,-1.47734047632698,11.562258714335,26.2104397775256,-22.7695778852784,3.45,1.63,68,93.6,3,84.4,1704,5.9,661634,527048,641598,663993,543760,543543,608369,676646,666969,594777,54.61,0.474,0.427,0,1,0,0,4,12,5,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",128,-0.023,-0.199
"15","FC",2022-05-04,89.1,1.3,5.68,"Pérez, Martín",592663,527048,"","called_strike",NA,NA,NA,NA,9,"J.T. Realmuto grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","R","L","PHI","TEX","S",NA,"",2,1,2022,0.06,1.06,0.43,1.57,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,641598,NA,NA,-2.24965702725681,-129.670269610771,-6.24938587902682,1.18201026032861,27.5419056385702,-19.1114646841106,3.37,1.63,NA,NA,NA,88.4,2277,5.9,661634,527048,641598,663993,543760,543543,608369,676646,666969,594777,54.63,NA,NA,NA,NA,NA,NA,NA,12,4,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",148,0,-0.065
"16","SI",2022-05-04,92,1.21,5.71,"Pérez, Martín",592663,527048,"","ball",NA,NA,NA,NA,14,"J.T. Realmuto grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","R","L","PHI","TEX","B",NA,"",1,1,2022,1.23,0.88,0.55,1.23,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,641598,NA,NA,-4.2889333414793,-133.763350901883,-7.33479032299063,15.713828980178,30.5744432748831,-20.1767170172159,3.37,1.62,NA,NA,NA,90.9,2021,5.8,661634,527048,641598,663993,543760,543543,608369,676646,666969,594777,54.67,NA,NA,NA,NA,NA,NA,NA,12,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",138,0,0.051
"17","CH",2022-05-04,83.2,1.02,5.81,"Pérez, Martín",592663,527048,"","ball",NA,NA,NA,NA,14,"J.T. Realmuto grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","R","L","PHI","TEX","B",NA,"",0,1,2022,1.3,0.8,1.26,1.75,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,641598,NA,NA,-1.98984730437958,-121.037871960234,-4.32925278411414,13.1120996173888,25.9618974185749,-23.6853443761212,3.4,1.61,NA,NA,NA,82.3,1720,5.9,661634,527048,641598,663993,543760,543543,608369,676646,666969,594777,54.58,NA,NA,NA,NA,NA,NA,NA,12,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",126,0,0.025
"18","CU",2022-05-04,76.8,1.08,5.98,"Pérez, Martín",592663,527048,"","called_strike",NA,NA,NA,NA,3,"J.T. Realmuto grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","R","L","PHI","TEX","S",NA,"",0,0,2022,-0.76,-0.39,0.4,3.2,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,641598,NA,NA,-0.063028220027131,-111.775903958453,1.83411485967223,-6.35209391588019,21.6167415107312,-36.0478697917744,3.39,1.61,NA,NA,NA,76,2431,5.8,661634,527048,641598,663993,543760,543543,608369,676646,666969,594777,54.66,NA,NA,NA,NA,NA,NA,NA,12,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",313,0,-0.034
"19","CH",2022-04-28,84.8,1.17,5.51,"Pérez, Martín",642350,527048,"field_out","hit_into_play",NA,NA,NA,NA,14,"Astros challenged (play at 1st), call on the field was upheld: Jose Siri grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","R","L","TEX","HOU","X",1,"ground_ball",0,2,2022,1,0.98,0.08,0.71,NA,NA,NA,1,6,"Top",125.99,182.98,NA,NA,641598,NA,NA,-4.52077323549112,-123.280015437351,-6.79135852099463,11.0675151081746,25.37585336441,-21.0530175088831,3.35,1.62,26,71.6,1,84.4,1630,6.2,661912,527048,641598,663993,543760,628451,608369,543543,666969,594777,54.31,0.154,0.149,0,1,0,0,2,33,3,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",122,0.025,-0.101
"20","FC",2022-04-28,88.2,1.27,5.5,"Pérez, Martín",642350,527048,"","called_strike",NA,NA,NA,NA,9,"Astros challenged (play at 1st), call on the field was upheld: Jose Siri grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","R","L","TEX","HOU","S",NA,"",0,1,2022,-0.13,1.05,0.45,1.96,NA,NA,NA,1,6,"Top",NA,NA,NA,NA,641598,NA,NA,-1.71343391445423,-128.433891830985,-4.70706900029997,-1.15191895192727,25.6334485950783,-19.7417741628348,3.76,2.02,NA,NA,NA,87.8,2243,5.9,661912,527048,641598,663993,543760,628451,608369,543543,666969,594777,54.56,NA,NA,NA,NA,NA,NA,NA,33,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",150,0,-0.033
"21","CH",2022-04-28,85,1.25,5.58,"Pérez, Martín",642350,527048,"","swinging_strike",NA,NA,NA,NA,14,"Astros challenged (play at 1st), call on the field was upheld: Jose Siri grounds out, pitcher Martin Perez to first baseman Nathaniel Lowe.","R","R","L","TEX","HOU","S",NA,"",0,0,2022,1.28,0.87,1.13,1.67,NA,NA,NA,1,6,"Top",NA,NA,NA,NA,641598,NA,NA,-2.83176026565295,-123.650537679976,-4.50806665570489,13.7211745502951,26.0409132745298,-22.5984874394104,3.35,1.62,NA,NA,NA,84.3,1700,5.9,661912,527048,641598,663993,543760,628451,608369,543543,666969,594777,54.56,NA,NA,NA,NA,NA,NA,NA,33,1,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",122,0,-0.024
"22","SI",2022-04-23,91.9,0.94,5.68,"Pérez, Martín",643393,527048,"field_out","hit_into_play",NA,NA,NA,NA,6,"Tony Kemp grounds out, first baseman Nathaniel Lowe to pitcher Martin Perez.","R","L","L","OAK","TEX","X",3,"ground_ball",2,1,2022,1.31,1.26,0.76,1.98,NA,NA,NA,0,1,"Bot",152.21,165.38,NA,NA,641598,NA,NA,-3.27186722123278,-133.618555485147,-6.17876230529786,16.3422324085226,30.1299076204173,-15.9684722207088,2.95,1.38,11,75.9,-9,91.1,1994,5.9,662389,527048,641598,663993,543760,628451,608369,543543,666969,594777,54.56,0.08,0.078,0,1,0,0,2,4,4,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",137,-0.021,-0.264
"23","SI",2022-04-23,90.1,0.9,5.7,"Pérez, Martín",643393,527048,"","called_strike",NA,NA,NA,NA,9,"Tony Kemp grounds out, first baseman Nathaniel Lowe to pitcher Martin Perez.","R","L","L","OAK","TEX","S",NA,"",2,0,2022,1.25,1.05,0.73,1.7,NA,NA,NA,0,1,"Bot",NA,NA,NA,NA,641598,NA,NA,-3.04386339508028,-131.082288712775,-6.11653512427534,15.0433351809864,28.9532695963524,-19.0055390201858,2.98,1.43,NA,NA,NA,89.2,1872,5.9,662389,527048,641598,663993,543760,628451,608369,543543,666969,594777,54.64,NA,NA,NA,NA,NA,NA,NA,4,3,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",135,0,-0.053
"24","SI",2022-04-23,91.2,1.01,5.72,"Pérez, Martín",643393,527048,"","ball",NA,NA,NA,NA,14,"Tony Kemp grounds out, first baseman Nathaniel Lowe to pitcher Martin Perez.","R","L","L","OAK","TEX","B",NA,"",1,0,2022,1.42,0.81,1.64,1.93,NA,NA,NA,0,1,"Bot",NA,NA,NA,NA,641598,NA,NA,-1.44194268010699,-132.762931868861,-5.34420352642042,17.132775581149,28.6875934275525,-21.6433707419065,3.1,1.5,NA,NA,NA,90.5,1885,5.9,662389,527048,641598,663993,543760,628451,608369,543543,666969,594777,54.63,NA,NA,NA,NA,NA,NA,NA,4,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",134,0,0.06
"25","FF",2022-04-23,91.6,0.85,5.71,"Pérez, Martín",643393,527048,"","ball",NA,NA,NA,NA,13,"Tony Kemp grounds out, first baseman Nathaniel Lowe to pitcher Martin Perez.","R","L","L","OAK","TEX","B",NA,"",0,0,2022,0.78,1.41,-0.04,1.18,NA,NA,NA,0,1,"Bot",NA,NA,NA,NA,641598,NA,NA,-3.89425643520441,-133.113460080895,-8.56771999981284,10.08554724967,27.6511407914393,-13.7881829509528,3.03,1.52,NA,NA,NA,91,1955,5.9,662389,527048,641598,663993,543760,628451,608369,543543,666969,594777,54.57,NA,NA,NA,NA,NA,NA,NA,4,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",139,0,0.034
"26","SI",2022-04-12,91.1,1.11,5.72,"Pérez, Martín",545341,527048,"double","hit_into_play",NA,NA,NA,NA,6,"Randal Grichuk doubles (1) on a line drive to left fielder Brad Miller, deflected by pitcher Martin Perez.","R","R","L","TEX","COL","X",1,"line_drive",0,0,2022,1.19,1.02,0.35,2.41,NA,NA,NA,2,2,"Top",90.07,145.46,NA,NA,641598,NA,NA,-4.41461067161562,-132.593725476335,-4.60873139724457,14.9641759363961,27.2652387727045,-19.3245025840565,3.47,1.59,25,104.3,-4,90.6,1932,5.9,661995,527048,641598,663993,543760,628451,608369,543543,666969,594777,54.64,0.374,0.337,1.25,1,1,1,2,9,1,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",139,-0.024,0.222
"27","FC",2022-06-02,85.8,1.57,5.51,"Cortes, Nestor",665120,641482,"field_out","hit_into_play",NA,NA,NA,NA,7,"Jared Walsh grounds out, first baseman Anthony Rizzo to pitcher Nestor Cortes.","R","L","L","NYY","LAA","X",3,"ground_ball",0,0,2022,-0.25,0.67,-0.3,2.15,NA,NA,NA,0,7,"Top",157.69,166.36,NA,NA,624431,NA,NA,-3.86776725194216,-124.967756096211,-3.09306206913601,-1.93592790859593,23.2069297817476,-24.7409168857255,3.53,1.61,117,84.6,9,85.3,2205,5.7,661330,641482,624431,519203,650402,518934,503556,543305,592450,608336,54.75,0.494,0.455,0,1,0,0,4,57,1,"Cutter",6,0,0,6,0,6,0,6,"Infield shift","Standard",182,0.005,-0.222
"28","SL",2022-04-23,78.3,1.69,5.32,"Cortes, Nestor",680757,641482,"field_out","hit_into_play",NA,NA,NA,NA,2,"Steven Kwan grounds out, first baseman Anthony Rizzo to pitcher Nestor Cortes.","R","L","L","NYY","CLE","X",3,"ground_ball",0,1,2022,-1.16,0.45,0.09,3.37,NA,NA,NA,1,4,"Top",162.6,151.68,NA,NA,543309,NA,NA,-1.30940936552771,-114.043559460508,1.78846949980178,-9.85019325790691,21.0130114647735,-28.7605188839209,3.26,1.5,98,78.8,8,77.8,2517,5.9,661310,641482,543309,519203,518934,518626,643396,608336,543305,592450,54.59,0.38,0.363,0,1,0,0,2,21,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",276,0.019,-0.134
"29","FC",2022-04-23,85.4,1.45,5.63,"Cortes, Nestor",680757,641482,"","called_strike",NA,NA,NA,NA,8,"Steven Kwan grounds out, first baseman Anthony Rizzo to pitcher Nestor Cortes.","R","L","L","NYY","CLE","S",NA,"",0,0,2022,-0.14,0.72,0.03,1.75,NA,NA,NA,1,4,"Top",NA,NA,NA,NA,543309,NA,NA,-3.01605504896531,-124.52401983983,-4.42667030064217,-1.07490441292055,18.6681035634473,-23.9928219934079,3.36,1.52,NA,NA,NA,85.5,2432,5.7,661310,641482,543309,519203,518934,518626,643396,608336,543305,592450,54.85,NA,NA,NA,NA,NA,NA,NA,21,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",197,0,-0.024
"30","SL",2022-04-12,75,2.05,4.82,"Cortes, Nestor",672386,641482,"field_out","hit_into_play",NA,NA,NA,NA,13,"Alejandro Kirk grounds out softly, first baseman DJ LeMahieu to pitcher Nestor Cortes.","R","R","L","NYY","TOR","X",3,"ground_ball",3,2,2022,-1.31,0.52,-0.31,1.28,NA,NA,NA,0,5,"Top",137.21,174.55,NA,NA,543309,NA,NA,-2.54745009896471,-109.28215895282,-1.05915334668423,-9.98975763351767,19.9049940992643,-28.0399913014188,3.26,1.48,7,55.9,-11,74.4,2482,5.8,661314,641482,543309,518934,650402,518626,643396,543305,592450,519317,54.69,0.063,0.057,0,1,0,0,1,32,7,"Slider",3,0,0,3,0,3,0,3,"Strategic","Standard",288,0.022,-0.308
"31","FC",2022-04-12,83.4,1.82,5.14,"Cortes, Nestor",672386,641482,"","foul",NA,NA,NA,NA,12,"Alejandro Kirk grounds out softly, first baseman DJ LeMahieu to pitcher Nestor Cortes.","R","R","L","NYY","TOR","S",NA,"",3,2,2022,-0.55,0.4,0.89,2.62,NA,NA,NA,0,5,"Top",NA,NA,NA,NA,543309,NA,NA,-1.05469778225775,-121.501518083736,-0.204755913242523,-5.29055531322166,22.1036832431449,-28.3856675175761,3.26,1.48,174,67.9,36,82.9,2418,5.7,661314,641482,543309,518934,650402,518626,643396,543305,592450,519317,54.8,NA,NA,NA,NA,NA,NA,NA,32,6,"Cutter",3,0,0,3,0,3,0,3,"Strategic","Standard",219,0,0
"32","FF",2022-04-12,91.4,0.77,5.86,"Cortes, Nestor",672386,641482,"","ball",NA,NA,NA,NA,12,"Alejandro Kirk grounds out softly, first baseman DJ LeMahieu to pitcher Nestor Cortes.","R","R","L","NYY","TOR","B",NA,"",2,2,2022,0.33,1.61,0.89,4.73,NA,NA,NA,0,5,"Top",NA,NA,NA,NA,543309,NA,NA,-0.408014268706175,-133.097705710927,-0.395459094639031,3.98541889796837,30.9928060076276,-13.2919441979583,3.21,1.6,NA,NA,NA,90.5,2288,5.9,661314,641482,543309,518934,650402,518626,643396,543305,592450,519317,54.62,NA,NA,NA,NA,NA,NA,NA,32,5,"4-Seam Fastball",3,0,0,3,0,3,0,3,"Strategic","Standard",158,0,0.109
"33","SI",2022-04-12,90.5,2.83,4.98,"Cortes, Nestor",672386,641482,"","ball",NA,NA,NA,NA,14,"Alejandro Kirk grounds out softly, first baseman DJ LeMahieu to pitcher Nestor Cortes.","R","R","L","NYY","TOR","B",NA,"",1,2,2022,0.84,1.58,1.5,2.4,NA,NA,NA,0,5,"Top",NA,NA,NA,NA,543309,NA,NA,-5.07071894248674,-131.702367791514,-3.81941029608318,10.891178557186,29.9809500745209,-13.2058283811285,3.24,1.58,NA,NA,NA,89.8,2335,6,661314,641482,543309,518934,650402,518626,643396,543305,592450,519317,54.46,NA,NA,NA,NA,NA,NA,NA,32,4,"Sinker",3,0,0,3,0,3,0,3,"Strategic","Standard",130,0,0.039
"34","FC",2022-04-12,85.7,1.39,5.49,"Cortes, Nestor",672386,641482,"","foul",NA,NA,NA,NA,11,"Alejandro Kirk grounds out softly, first baseman DJ LeMahieu to pitcher Nestor Cortes.","R","R","L","NYY","TOR","S",NA,"",1,1,2022,-0.37,0.8,-1.27,3.32,NA,NA,NA,0,5,"Top",NA,NA,NA,NA,543309,NA,NA,-5.49667241572087,-124.85831334701,-0.569287836611538,-2.91541086134051,21.9424172823259,-23.8506126490115,3.26,1.48,51,42.7,75,85.4,2352,5.7,661314,641482,543309,518934,650402,518626,643396,543305,592450,519317,54.78,NA,NA,NA,NA,NA,NA,NA,32,3,"Cutter",3,0,0,3,0,3,0,3,"Strategic","Standard",178,0,-0.053
"35","FF",2022-04-12,89.1,1.5,5.49,"Cortes, Nestor",672386,641482,"","called_strike",NA,NA,NA,NA,5,"Alejandro Kirk grounds out softly, first baseman DJ LeMahieu to pitcher Nestor Cortes.","R","R","L","NYY","TOR","S",NA,"",1,0,2022,0.59,1.48,0.18,2.39,NA,NA,NA,0,5,"Top",NA,NA,NA,NA,543309,NA,NA,-4.47647062720811,-129.705680553589,-4.68247363672938,7.60143903026047,26.4796041353822,-14.7056809379094,3,1.48,NA,NA,NA,88.7,2308,5.9,661314,641482,543309,518934,650402,518626,643396,543305,592450,519317,54.56,NA,NA,NA,NA,NA,NA,NA,32,2,"4-Seam Fastball",3,0,0,3,0,3,0,3,"Standard","Standard",147,0,-0.044
"36","FC",2022-04-12,82.1,1.6,5.51,"Cortes, Nestor",672386,641482,"","ball",NA,NA,NA,NA,12,"Alejandro Kirk grounds out softly, first baseman DJ LeMahieu to pitcher Nestor Cortes.","R","R","L","NYY","TOR","B",NA,"",0,0,2022,-0.58,0.54,1.59,2.85,NA,NA,NA,0,5,"Top",NA,NA,NA,NA,543309,NA,NA,1.07036429383319,-119.630937402229,-0.593289971729699,-5.76298481849013,21.1911034645573,-27.0367068233861,3.09,1.53,NA,NA,NA,81.5,2272,5.6,661314,641482,543309,518934,650402,518626,643396,543305,592450,519317,54.88,NA,NA,NA,NA,NA,NA,NA,32,1,"Cutter",3,0,0,3,0,3,0,3,"Standard","Standard",196,0,0.034
