"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"35","FC",2022-05-26,91.3,-2.89,5.31,"Arenado, Nolan",571448,641627,"field_out","hit_into_play",NA,NA,NA,NA,3,"Nolan Arenado flies out to left fielder Christian Yelich.","R","R","R","STL","MIL","X",7,"fly_ball",2,2,2022,0.28,0.75,0.57,3.03,NA,NA,NA,1,7,"Bot",67.93,80.39,NA,NA,553882,NA,NA,8.05000459494014,-132.814163791421,-1.51678021785957,1.78331871891682,26.0182554009075,-23.1016496181349,3.38,1.69,326,98.7,44,91.1,2312,6,661997,641627,553882,642133,543939,607054,649966,592885,456715,621438,54.49,0.057,0.101,0,1,0,0,3,63,5,"Cutter",3,4,3,4,4,3,3,4,"Standard","Standard",193,-0.035,-0.135
"36","SL",2022-05-27,88.2,-1.2,5.86,"Knizner, Andrew",668800,605540,"field_out","hit_into_play",NA,NA,NA,NA,8,"Andrew Knizner flies out to left fielder Christian Yelich.","R","R","R","STL","MIL","X",7,"fly_ball",1,2,2022,0.06,0.34,-0.14,2.03,NA,NA,NA,2,2,"Bot",90.86,96.39,NA,NA,553882,NA,NA,2.44847913815051,-128.41299753264,-3.95884154625636,0.156814079622239,26.6041234002967,-27.7931857666548,3.26,1.52,270,78.2,36,88.7,2491,6.6,661992,605540,553882,642133,543939,607054,649966,592885,621438,457705,53.91,0.04,0.052,0,1,0,0,3,15,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",113,-0.011,-0.069
"37","CH",2022-05-30,78.8,1.84,6.38,"Schwindel, Frank",643524,663629,"field_out","hit_into_play",NA,NA,NA,NA,6,"Frank Schwindel lines out to left fielder Christian Yelich.   Christopher Morel to 3rd.","R","R","L","CHC","MIL","X",7,"line_drive",1,0,2022,0.82,1.11,0.43,2.22,NA,666624,NA,1,1,"Bot",47.84,84.34,NA,NA,553882,NA,NA,-4.64047120800618,-114.71015633242,-4.30747572995266,8.12002536413825,21.6077368705602,-21.7793543142825,3.32,1.59,341,91.5,25,79.6,1565,6.8,663149,663629,553882,642133,543939,670712,649966,592885,621438,607054,53.66,0.094,0.122,0,1,0,0,3,6,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",145,-0.03,-0.363
"38","FF",2022-05-30,93.9,-1.87,5.42,"Higgins, P.J.",664731,642207,"field_out","hit_into_play",NA,NA,NA,NA,11,"P.J. Higgins lines out to left fielder Christian Yelich.","R","R","R","CHC","MIL","X",7,"line_drive",0,0,2022,-1.09,1.33,-0.93,3.35,NA,NA,NA,0,8,"Bot",77.89,101.37,NA,NA,553882,NA,NA,4.9862563177778,-136.569241392112,-2.55102807709146,-14.8032325222817,33.8529932581774,-15.2413615524488,3.3,1.58,271,89.8,19,95.5,2324,7.5,663149,642207,553882,642133,543939,670712,649966,592885,621438,457705,52.95,0.477,0.452,0,1,0,0,4,68,1,"4-Seam Fastball",6,7,6,7,7,6,6,7,"Standard","Standard",215,-0.062,-0.222
"39","SL",2022-05-31,88.2,1.1,5.98,"Schwindel, Frank",643524,641778,"field_out","hit_into_play",NA,NA,NA,NA,11,"Frank Schwindel lines out to left fielder Christian Yelich.","R","R","L","CHC","MIL","X",7,"line_drive",2,1,2022,-0.47,0.52,-0.87,3.02,NA,621550,NA,1,3,"Bot",63.58,110.15,NA,NA,605170,NA,NA,-3.81412627089427,-128.436076835868,-2.22433599421928,-4.42920419371137,25.9625257013782,-26.1318116862078,3.3,1.59,269,83.8,21,88.2,2247,6.2,663154,641778,605170,642133,669374,670712,649966,592885,456715,621438,54.33,0.529,0.476,0,1,0,0,4,28,4,"Slider",1,3,1,3,3,1,1,3,"Standard","Standard",175,-0.04,-0.363
"40","FF",2022-05-31,96.7,-3.09,5.03,"Happ, Ian",664023,641627,"field_out","hit_into_play",NA,NA,NA,NA,7,"Ian Happ flies out to left fielder Christian Yelich.","R","L","R","CHC","MIL","X",7,"fly_ball",3,2,2022,-0.92,1.48,-0.42,2.23,NA,643524,NA,2,6,"Bot",95.96,89.37,NA,NA,605170,NA,NA,9.18142959640124,-140.405326750783,-5.22649453744009,-14.2793128602001,33.3856110788239,-11.583800374203,3.5,1.66,284,86.1,43,96.1,2403,6.2,663154,641627,605170,642133,669374,607054,649966,592885,456715,621438,54.32,0.006,0.007,0,1,0,0,3,62,6,"4-Seam Fastball",7,6,7,6,6,7,7,6,"Strategic","Standard",221,-0.033,-0.316
"41","CH",2022-06-01,81.1,4.37,4.08,"Morel, Christopher",666624,571948,"sac_fly","hit_into_play",NA,NA,NA,NA,9,"Christopher Morel out on a sacrifice fly to left fielder Christian Yelich.   Jason Heyward scores.","R","R","L","CHC","MIL","X",7,"fly_ball",1,2,2022,1.42,0.12,0.55,1.98,518792,NA,NA,1,10,"Bot",99.62,94.88,NA,NA,553882,NA,NA,-11.250856531702,-117.557075148121,1.78545777773171,15.3631164272824,23.1855185105632,-31.6725793344849,3.49,1.64,268,84.4,44,81,1774,6.5,663184,571948,553882,642133,543939,607054,670712,592885,456715,621438,53.95,0.011,0.014,0,1,0,0,3,76,4,"Changeup",3,3,3,3,3,4,4,3,"Strategic","Strategic",87,0.17,0.019
"42","FC",2022-06-03,95,-0.98,5.79,"Grisham, Trent",663757,669203,"field_out","hit_into_play",NA,NA,NA,NA,5,"Trent Grisham flies out to left fielder Christian Yelich.","R","L","R","MIL","SD","X",7,"fly_ball",3,1,2022,-0.07,1.16,0.05,2.69,NA,NA,NA,0,4,"Top",85.89,110.29,NA,NA,605170,NA,NA,2.85176112633165,-138.340446330758,-5.06306785343405,-1.5685206731054,30.9714000483405,-16.4181871480121,3.48,1.69,245,75.1,40,95.1,2626,6.3,661334,669203,605170,642133,543939,607054,622569,592885,456715,621438,54.16,0.109,0.1,0,1,0,0,3,27,5,"Cutter",0,2,2,0,2,0,2,0,"Standard","Standard",192,0.017,-0.379
"43","FF",2022-06-03,90.8,-1.71,5.75,"Cronenworth, Jake",630105,673316,"field_out","hit_into_play",NA,NA,NA,NA,5,"Jake Cronenworth flies out to left fielder Christian Yelich.","R","L","R","MIL","SD","X",7,"fly_ball",0,0,2022,-0.41,1.73,0.2,2.5,NA,NA,NA,0,8,"Top",88.25,99.69,NA,NA,605170,NA,NA,5.675566942455,-132.053131955876,-5.91454179196317,-6.07391599959826,28.703666267208,-10.8764242099371,3.38,1.63,266,78,38,90.8,2273,6.4,661334,673316,605170,642133,543939,607054,622569,592885,456715,621438,54.12,0.023,0.022,0,1,0,0,3,63,1,"4-Seam Fastball",0,6,6,0,6,0,6,0,"Standard","Standard",200,0.001,-0.222
"44","FF",2022-06-03,90.4,-1.73,5.71,"Nola, Austin",543592,673316,"field_out","hit_into_play",NA,NA,NA,NA,4,"Austin Nola lines out sharply to left fielder Christian Yelich.","R","R","R","MIL","SD","X",7,"line_drive",0,0,2022,-0.64,1.49,-0.57,2.62,NA,NA,NA,1,7,"Top",53.44,104.77,NA,NA,605170,NA,NA,4.28642202118608,-131.623215062413,-4.94604144049666,-8.38796524238585,27.7059541404567,-14.0398586689901,3.53,1.61,293,104,15,90.8,2124,6.5,661334,673316,605170,642133,543939,607054,622569,592885,456715,621438,54.03,0.677,0.752,0,1,0,0,5,58,1,"4-Seam Fastball",0,6,6,0,6,0,6,0,"Standard","Standard",205,0.001,-0.159
