"","pitches","swingRate","missRate","foulRate","bipRate","hitRate","xbhRate","season"
"1",273489,0.467190252693038,0.10894337662506,0.180360416382081,0.177886459685897,0.0583262020000325,0.0209316349039961,NA
"2",39153,0.471197559408885,0.112007640359828,0.188326481525102,0.170863437523955,0.0558517375288177,0.0204590512164487,2021
"3",39573,0.460136337452798,0.117327904789668,0.175443124262862,0.167365308400268,0.0550101289592259,0.0201791203604507,2020
"4",37068,0.487243047120123,0.121678958239559,0.173638412825223,0.191925676055342,0.0655775626398539,0.0249683099502188,2019
"5",42401,0.463787032052606,0.106189336682334,0.184013900395404,0.173583794974868,0.0561097665281975,0.0201120840366834,2018
"6",35971,0.465429390443231,0.105267136669869,0.182303172115987,0.177859081657375,0.0584739711189621,0.0209407357681857,2017
"7",39601,0.462513034747863,0.102923727510455,0.179407437648474,0.180181869588935,0.0600704245809299,0.0218267596963109,2016
"8",39722,0.462030647068466,0.098482490285156,0.178718185545828,0.184829971237482,0.0579149587082227,0.0184390508042966,2015
