"","date","PA","batters","pitchers","pitches","takes","swings","calledStrikes","whiffs","fouls","BIP","H","BB","SO","outsideZone","insideZone","badCalls","swingsOZ","swingsIZ","takesOZ","takesIZ"
"83",2017-06-23,1137,310,120,4484,2367,2089,767,473,837,779,245,97,245,2207,2261,90,613,1466,1578,783
"84",2017-06-24,1120,307,117,4341,2273,2046,712,486,783,777,240,87,240,2079,2260,71,559,1486,1504,768
"85",2017-06-25,1165,323,141,4646,2436,2179,759,482,889,808,279,97,246,2246,2391,82,594,1582,1639,792
"86",2017-06-26,622,167,71,2447,1302,1134,406,273,448,413,152,56,144,1206,1239,40,331,803,868,432
"87",2017-06-27,1137,317,128,4515,2423,2062,781,476,825,761,228,92,265,2172,2333,85,549,1507,1608,811
"88",2017-06-28,1111,305,119,4482,2473,1979,777,453,773,753,248,97,251,2250,2224,94,563,1413,1669,799
"89",2017-06-29,933,265,92,3561,1797,1751,577,392,713,646,198,58,216,1681,1877,70,473,1277,1199,596
"90",2017-06-30,1087,290,107,4312,2351,1939,709,408,782,749,243,106,221,2209,2099,83,573,1364,1620,729
"91",2017-07-01,1287,323,137,5131,2689,2411,886,518,1017,876,288,99,289,2483,2640,120,654,1754,1802,882
"92",2017-07-02,1173,318,130,4765,2496,2243,798,490,961,792,266,101,263,2294,2470,89,608,1634,1668,828
"93",2017-07-03,759,208,79,2949,1583,1349,489,312,510,527,168,65,158,1413,1531,54,354,992,1050,531
"94",2017-07-04,1128,314,117,4450,2304,2122,710,499,847,776,273,84,261,2133,2309,64,605,1512,1521,780
"95",2017-07-05,1054,290,124,4231,2242,1959,698,436,805,718,242,78,242,2061,2168,80,551,1408,1489,751
"96",2017-07-06,903,254,95,3525,1803,1703,594,399,685,619,225,62,206,1626,1896,53,457,1244,1156,646
"97",2017-07-07,1132,311,123,4473,2252,2192,704,467,927,798,287,83,238,2061,2406,78,546,1643,1499,750
"98",2017-07-08,1101,310,115,4252,2266,1962,709,414,788,760,218,87,238,2051,2192,68,528,1429,1507,755
"99",2017-07-09,1153,323,127,4480,2406,2058,728,463,803,792,251,111,237,2190,2289,82,539,1519,1638,767
"100",2017-07-14,1147,308,137,4587,2428,2134,760,499,856,779,260,100,258,2287,2295,97,620,1511,1649,777
"101",2017-07-15,1166,308,128,4557,2440,2099,775,487,807,805,252,101,252,2268,2288,88,620,1478,1638,802
"102",2017-07-16,1219,319,139,4642,2353,2263,747,538,894,831,286,84,290,2217,2421,80,642,1617,1558,795
"103",2017-07-17,998,271,117,3826,2031,1771,622,363,706,702,221,82,198,1858,1967,74,470,1301,1377,653
"104",2017-07-18,1165,309,119,4443,2352,2069,759,432,790,847,275,73,225,2171,2270,81,599,1468,1560,792
"105",2017-07-19,1137,318,117,4367,2286,2056,716,455,800,801,284,79,242,2094,2262,78,555,1494,1524,758
"106",2017-07-20,687,193,72,2700,1405,1280,432,299,496,485,169,52,144,1314,1381,57,344,934,961,441
"107",2017-07-21,1209,325,135,4646,2438,2174,743,455,860,859,314,95,243,2230,2409,87,556,1613,1657,779
"108",2017-07-22,1146,312,123,4424,2288,2108,747,482,826,800,263,80,252,2087,2331,86,542,1562,1529,757
"109",2017-07-23,1128,315,126,4417,2323,2074,688,489,817,768,255,98,250,2137,2272,67,558,1514,1565,752
"110",2017-07-24,985,271,96,3801,2031,1755,659,373,693,689,227,79,207,1806,1990,84,465,1288,1334,694
"111",2017-07-25,1174,320,125,4609,2437,2130,760,462,853,815,263,93,243,2233,2369,78,571,1556,1633,800
"112",2017-07-26,1159,313,119,4584,2421,2134,747,459,887,788,291,95,261,2222,2352,86,575,1558,1629,783
"113",2017-07-27,615,167,69,2386,1251,1121,393,272,434,415,140,57,139,1166,1214,43,317,801,842,406
"114",2017-07-28,1017,280,107,3933,2130,1780,676,411,676,693,219,84,231,1944,1982,71,513,1264,1419,707
"115",2017-07-29,1147,318,136,4563,2381,2142,760,535,860,747,238,101,275,2244,2313,89,618,1520,1602,777
"116",2017-07-30,1254,324,140,4966,2619,2316,815,524,953,839,288,103,294,2419,2534,104,647,1662,1752,861
"117",2017-07-31,689,177,67,2603,1384,1201,426,265,454,482,155,61,132,1306,1290,59,343,852,950,433
"118",2017-08-01,1153,311,128,4418,2348,2040,762,395,798,847,291,80,207,2124,2285,90,535,1500,1571,773
"119",2017-08-02,1010,287,99,3862,2014,1812,620,425,681,706,205,71,219,1870,1982,78,483,1324,1367,642
"120",2017-08-03,980,269,106,3776,2037,1720,648,363,678,679,227,81,208,1809,1966,90,437,1282,1364,673
"121",2017-08-04,1118,307,121,4265,2221,2017,729,454,792,771,248,86,244,1977,2282,89,490,1524,1472,746
"122",2017-08-05,1033,292,112,4184,2248,1911,716,457,766,688,210,81,253,2044,2137,81,534,1376,1496,750
"123",2017-08-06,1229,320,133,4735,2473,2229,805,488,886,855,292,83,275,2222,2507,86,600,1626,1606,864
"124",2017-08-07,503,146,48,1906,996,897,314,182,355,360,104,36,97,897,1008,35,246,651,640,355
"125",2017-08-08,1121,310,119,4275,2262,1988,733,460,738,790,261,85,230,2102,2171,88,576,1412,1510,750
"126",2017-08-09,1134,308,122,4410,2234,2146,706,493,868,785,249,84,245,2091,2313,71,604,1541,1465,764
"127",2017-08-10,918,250,103,3574,1903,1645,608,396,619,630,208,73,200,1742,1827,81,449,1192,1279,623
"128",2017-08-11,1071,288,118,4189,2222,1946,677,451,757,738,258,96,227,2048,2140,73,514,1432,1520,701
"129",2017-08-12,1163,308,120,4560,2411,2115,767,455,853,807,285,100,236,2240,2312,72,607,1505,1614,792
"130",2017-08-13,1217,316,129,4746,2566,2154,836,497,850,807,251,103,290,2352,2393,92,650,1503,1680,886
"131",2017-08-14,828,227,80,3218,1733,1462,522,302,570,590,193,66,157,1650,1565,59,436,1023,1198,535
"132",2017-08-15,1108,316,121,4323,2340,1953,777,398,781,774,261,83,236,2101,2214,97,534,1415,1551,786
"133",2017-08-16,1077,292,119,4235,2320,1892,720,449,715,728,272,95,238,2075,2154,79,502,1389,1563,752
"134",2017-08-17,874,223,99,3324,1768,1534,545,331,615,588,211,87,183,1580,1740,64,402,1131,1164,601
"135",2017-08-18,1147,310,131,4350,2290,2043,732,427,791,825,283,93,217,2052,2296,70,513,1530,1526,762
"136",2017-08-19,1138,313,124,4451,2404,2028,740,431,814,783,263,105,238,2121,2304,67,526,1492,1582,806
"137",2017-08-20,1146,314,127,4537,2362,2144,734,479,893,772,252,103,252,2082,2165,86,546,1445,1518,709
"138",2017-08-21,704,177,85,2770,1499,1251,457,252,505,494,138,63,132,1411,1348,66,361,885,1036,457
"139",2017-08-22,1237,328,129,4881,2555,2300,794,507,931,862,292,103,255,2357,2516,85,624,1672,1715,836
"140",2017-08-23,1161,308,122,4441,2326,2082,748,483,818,781,264,88,271,2167,2267,101,561,1517,1585,738
"141",2017-08-24,934,259,110,3710,2041,1644,649,383,648,613,210,87,216,1824,1883,61,463,1181,1343,695
"142",2017-08-25,1124,316,118,4370,2325,2031,767,435,811,785,258,80,251,2099,2267,74,549,1478,1545,780
"143",2017-08-26,1108,304,119,4392,2333,2034,752,466,787,781,243,72,244,2150,2234,94,578,1452,1555,774
"144",2017-08-27,1209,326,129,4774,2482,2261,800,523,942,796,275,102,295,2237,2534,76,602,1657,1615,866
"145",2017-08-28,732,207,73,2808,1502,1294,476,294,481,519,167,58,147,1382,1426,60,370,924,1008,494
"146",2017-08-29,971,270,106,3761,2009,1732,664,377,696,659,227,78,222,1837,1923,74,503,1228,1319,690
"147",2017-08-30,1283,323,133,4928,2579,2309,845,497,916,896,298,96,272,2359,2567,81,636,1672,1697,881
"148",2017-08-31,768,210,81,2928,1544,1360,508,291,533,536,181,68,149,1401,1523,59,368,989,1018,525
"149",2017-09-01,1145,311,145,4466,2391,2052,771,473,802,777,246,83,265,2044,2159,73,541,1388,1489,762
"150",2017-09-02,1327,343,168,5343,2809,2503,864,557,1024,922,318,112,273,2609,2733,86,697,1805,1890,919
"151",2017-09-03,1163,329,140,4515,2336,2153,708,474,884,795,255,105,249,2116,2388,69,552,1596,1548,782
"152",2017-09-04,1174,315,148,4622,2422,2178,740,486,884,808,281,102,257,2190,2428,87,571,1607,1609,809
"153",2017-09-05,1144,314,148,4529,2449,2061,785,409,863,789,245,106,235,2207,2320,89,548,1513,1647,800
"154",2017-09-06,1111,323,122,4325,2285,2013,722,482,774,757,248,87,249,2113,2210,79,566,1447,1525,758
"155",2017-09-07,692,207,78,2732,1440,1284,447,286,511,487,178,52,145,1336,1396,64,358,926,972,468
"156",2017-09-08,1131,317,148,4460,2398,2041,762,481,785,775,265,85,255,2187,2267,93,555,1484,1618,776
"157",2017-09-09,1222,353,145,4766,2574,2158,832,502,833,823,288,103,277,2258,2503,75,591,1567,1647,923
"158",2017-09-10,1143,340,132,4456,2357,2074,772,476,808,790,276,79,259,2104,2347,76,542,1531,1542,811
"159",2017-09-11,608,181,79,2453,1302,1144,402,272,461,411,132,49,141,1207,1241,48,329,811,873,428
"160",2017-09-12,1161,340,128,4397,2313,2061,754,472,779,810,275,81,254,2098,2294,94,540,1519,1543,767
"161",2017-09-13,1135,328,142,4354,2307,2015,741,472,769,774,262,87,253,2070,2271,69,536,1470,1516,787
"162",2017-09-14,935,288,119,3674,1961,1697,628,389,662,646,235,82,199,1791,1881,72,453,1243,1329,631
"163",2017-09-15,1141,325,146,4492,2353,2110,747,546,796,768,245,80,279,2128,2355,75,555,1553,1559,787
"164",2017-09-16,1089,326,121,4127,2140,1967,682,445,748,774,237,85,213,1975,2145,88,520,1443,1441,696
"165",2017-09-17,1098,317,137,4319,2243,2057,704,523,805,729,220,95,264,2065,2253,74,555,1501,1498,745
"166",2017-09-18,546,159,76,2146,1140,997,324,255,377,365,121,50,119,1107,1039,52,283,714,815,325
"167",2017-09-19,1117,320,145,4387,2252,2113,742,469,862,782,248,74,247,2115,2267,97,608,1502,1493,757
"168",2017-09-20,1153,353,148,4563,2465,2079,742,464,817,798,261,107,239,2272,2280,106,563,1511,1698,761
"169",2017-09-21,807,240,101,3113,1631,1462,506,370,558,534,161,70,193,1535,1575,60,440,1021,1085,544
"170",2017-09-22,1096,325,138,4183,2235,1929,707,415,743,771,243,83,231,2017,2142,66,534,1377,1469,760
"171",2017-09-23,1137,339,157,4427,2336,2069,756,484,786,799,258,84,237,2141,2283,85,576,1493,1550,783
"172",2017-09-24,1091,321,140,4312,2251,2041,724,463,832,746,244,74,263,2108,2202,80,588,1452,1506,744
"173",2017-09-25,897,259,107,3499,1876,1603,592,374,606,623,199,76,188,1672,1822,58,440,1163,1220,651
"174",2017-09-26,1142,350,137,4469,2415,2026,752,460,783,783,278,94,245,2170,2298,63,546,1480,1604,810
"175",2017-09-27,1128,329,150,4467,2349,2097,718,502,812,783,265,90,242,2164,2301,74,563,1533,1587,761
"176",2017-09-28,753,216,102,2932,1578,1340,487,312,520,508,160,69,166,1383,1549,47,333,1007,1039,539
"177",2017-09-29,1083,319,140,4362,2367,1983,749,473,782,728,246,94,252,2117,2242,85,551,1431,1557,808
"178",2017-09-30,1128,341,160,4490,2372,2096,729,466,865,765,254,94,252,2149,2338,86,542,1551,1594,778
"179",2017-10-01,1123,379,147,4398,2330,2050,719,525,772,753,238,95,266,2072,2318,76,503,1541,1559,769
